,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
2371,474000.00,19665.00,6037406412,"Census Tract 4064.12, Los Angeles County, California"
1061,340600.00,19662.00,6029003809,"Census Tract 38.09, Kern County, California"
5187,434500.00,19661.00,6067008510,"Census Tract 85.10, Sacramento County, California"
4738,321800.00,19657.00,6065043244,"Census Tract 432.44, Riverside County, California"
1073,134000.00,19657.00,6029004401,"Census Tract 44.01, Kern County, California"
7718,141300.00,19653.00,6101050701,"Census Tract 507.01, Sutter County, California"
5532,335100.00,19651.00,6071008200,"Census Tract 82, San Bernardino County, California"
5907,411400.00,19647.00,6073010014,"Census Tract 100.14, San Diego County, California"
7029,369300.00,19642.00,6085503703,"Census Tract 5037.03, Santa Clara County, California"
7907,369900.00,19627.00,6111004901,"Census Tract 49.01, Ventura County, California"
2286,271700.00,19608.00,6037402706,"Census Tract 4027.06, Los Angeles County, California"
7783,136700.00,19606.00,6107002204,"Census Tract 22.04, Tulare County, California"
3894,586700.00,19602.00,6059021810,"Census Tract 218.10, Orange County, California"
7891,296000.00,19598.00,6111004101,"Census Tract 41.01, Ventura County, California"
7807,157400.00,19598.00,6107003801,"Census Tract 38.01, Tulare County, California"
5840,467300.00,19591.00,6073008362,"Census Tract 83.62, San Diego County, California"
1164,108400.00,19590.00,6035040200,"Census Tract 402, Lassen County, California"
5031,146200.00,19580.00,6067005001,"Census Tract 50.01, Sacramento County, California"
1023,154800.00,19579.00,6029002814,"Census Tract 28.14, Kern County, California"
5084,260000.00,19574.00,6067007016,"Census Tract 70.16, Sacramento County, California"
895,117800.00,19571.00,6019008502,"Census Tract 85.02, Fresno County, California"
1281,379400.00,19567.00,6037115302,"Census Tract 1153.02, Los Angeles County, California"
2861,250500.00,19557.00,6037542402,"Census Tract 5424.02, Los Angeles County, California"
7982,377900.00,19556.00,6111008002,"Census Tract 80.02, Ventura County, California"
4209,457600.00,19555.00,6059086305,"Census Tract 863.05, Orange County, California"
6058,367000.00,19554.00,6073016614,"Census Tract 166.14, San Diego County, California"
3532,210000.00,19554.00,6039000508,"Census Tract 5.08, Madera County, California"
5826,449600.00,19553.00,6073008348,"Census Tract 83.48, San Diego County, California"
3392,267600.00,19552.00,6037910301,"Census Tract 9103.01, Los Angeles County, California"
4641,224700.00,19552.00,6065042212,"Census Tract 422.12, Riverside County, California"
8051,129800.00,19544.00,6115040600,"Census Tract 406, Yuba County, California"
5119,223900.00,19539.00,6067007430,"Census Tract 74.30, Sacramento County, California"
3845,341700.00,19534.00,6059001404,"Census Tract 14.04, Orange County, California"
5984,357300.00,19525.00,6073013503,"Census Tract 135.03, San Diego County, California"
4939,311100.00,19519.00,6065050500,"Census Tract 505, Riverside County, California"
4476,277400.00,19516.00,6061021802,"Census Tract 218.02, Placer County, California"
1103,98300.00,19516.00,6029005802,"Census Tract 58.02, Kern County, California"
6410,604900.00,19512.00,6075026301,"Census Tract 263.01, San Francisco County, California"
4644,359200.00,19512.00,6065042217,"Census Tract 422.17, Riverside County, California"
1062,416500.00,19507.00,6029003810,"Census Tract 38.10, Kern County, California"
5934,305100.00,19504.00,6073011902,"Census Tract 119.02, San Diego County, California"
5054,296800.00,19503.00,6067005801,"Census Tract 58.01, Sacramento County, California"
385,227000.00,19501.00,6007000700,"Census Tract 7, Butte County, California"
379,318000.00,19488.00,6007000402,"Census Tract 4.02, Butte County, California"
778,205400.00,19481.00,6019004215,"Census Tract 42.15, Fresno County, California"
387,340200.00,19476.00,6007000901,"Census Tract 9.01, Butte County, California"
4997,241000.00,19476.00,6067003501,"Census Tract 35.01, Sacramento County, California"
4403,425700.00,19475.00,6059110301,"Census Tract 1103.01, Orange County, California"
2850,283600.00,19475.00,6037541606,"Census Tract 5416.06, Los Angeles County, California"
3245,604900.00,19474.00,6037651001,"Census Tract 6510.01, Los Angeles County, California"
649,182000.00,19474.00,6015000105,"Census Tract 1.05, Del Norte County, California"
1141,116500.00,19469.00,6031001401,"Census Tract 14.01, Kings County, California"
1673,364900.00,19453.00,6037201501,"Census Tract 2015.01, Los Angeles County, California"
909,273900.00,19448.00,6023000800,"Census Tract 8, Humboldt County, California"
3420,361900.00,19436.00,6037910808,"Census Tract 9108.08, Los Angeles County, California"
2385,327900.00,19432.00,6037407301,"Census Tract 4073.01, Los Angeles County, California"
5831,422100.00,19431.00,6073008353,"Census Tract 83.53, San Diego County, California"
1039,121800.00,19431.00,6029003122,"Census Tract 31.22, Kern County, California"
4404,391300.00,19429.00,6059110302,"Census Tract 1103.02, Orange County, California"
380,353800.00,19429.00,6007000501,"Census Tract 5.01, Butte County, California"
605,268400.00,19429.00,6013363000,"Census Tract 3630, Contra Costa County, California"
4729,259700.00,19421.00,6065043220,"Census Tract 432.20, Riverside County, California"
5114,141000.00,19414.00,6067007424,"Census Tract 74.24, Sacramento County, California"
2977,326100.00,19412.00,6037554700,"Census Tract 5547, Los Angeles County, California"
2418,340900.00,19406.00,6037408501,"Census Tract 4085.01, Los Angeles County, California"
7818,268800.00,19404.00,6109001100,"Census Tract 11, Tuolumne County, California"
5310,346800.00,19385.00,6071000401,"Census Tract 4.01, San Bernardino County, California"
7806,138400.00,19374.00,6107003700,"Census Tract 37, Tulare County, California"
3838,350000.00,19338.00,6059001202,"Census Tract 12.02, Orange County, California"
6575,108800.00,19337.00,6077004501,"Census Tract 45.01, San Joaquin County, California"
6265,390400.00,19335.00,6073020810,"Census Tract 208.10, San Diego County, California"
6203,453100.00,19333.00,6073019808,"Census Tract 198.08, San Diego County, California"
5518,162500.00,19333.00,6071007407,"Census Tract 74.07, San Bernardino County, California"
6530,194700.00,19332.00,6077003214,"Census Tract 32.14, San Joaquin County, California"
574,328400.00,19329.00,6013355108,"Census Tract 3551.08, Contra Costa County, California"
4522,253000.00,19312.00,6065030800,"Census Tract 308, Riverside County, California"
2762,286100.00,19307.00,6037533403,"Census Tract 5334.03, Los Angeles County, California"
6889,268400.00,19307.00,6083002402,"Census Tract 24.02, Santa Barbara County, California"
3233,635300.00,19303.00,6037650401,"Census Tract 6504.01, Los Angeles County, California"
5416,230700.00,19300.00,6071002602,"Census Tract 26.02, San Bernardino County, California"
7785,184900.00,19300.00,6107002303,"Census Tract 23.03, Tulare County, California"
2314,608400.00,19295.00,6037403406,"Census Tract 4034.06, Los Angeles County, California"
5985,373800.00,19281.00,6073013504,"Census Tract 135.04, San Diego County, California"
821,301600.00,19277.00,6019005508,"Census Tract 55.08, Fresno County, California"
1368,370300.00,19264.00,6037124203,"Census Tract 1242.03, Los Angeles County, California"
788,247500.00,19253.00,6019004503,"Census Tract 45.03, Fresno County, California"
440,241200.00,19249.00,6013302006,"Census Tract 3020.06, Contra Costa County, California"
4254,360200.00,19238.00,6059087901,"Census Tract 879.01, Orange County, California"
2894,341300.00,19232.00,6037544002,"Census Tract 5440.02, Los Angeles County, California"
949,103000.00,19231.00,6025011500,"Census Tract 115, Imperial County, California"
7832,345400.00,19212.00,6111000303,"Census Tract 3.03, Ventura County, California"
764,161300.00,19210.00,6019003809,"Census Tract 38.09, Fresno County, California"
7857,371000.00,19204.00,6111001506,"Census Tract 15.06, Ventura County, California"
4606,47300.00,19197.00,6065041703,"Census Tract 417.03, Riverside County, California"
2703,280800.00,19196.00,6037530301,"Census Tract 5303.01, Los Angeles County, California"
5170,243500.00,19194.00,6067008204,"Census Tract 82.04, Sacramento County, California"
2815,305800.00,19190.00,6037535802,"Census Tract 5358.02, Los Angeles County, California"
5423,314200.00,19185.00,6071002706,"Census Tract 27.06, San Bernardino County, California"
477,279900.00,19168.00,6013313204,"Census Tract 3132.04, Contra Costa County, California"
2864,243300.00,19168.00,6037542601,"Census Tract 5426.01, Los Angeles County, California"
600,368300.00,19167.00,6013360101,"Census Tract 3601.01, Contra Costa County, California"
7923,439700.00,19139.00,6111005404,"Census Tract 54.04, Ventura County, California"
5145,231800.00,19136.00,6067008119,"Census Tract 81.19, Sacramento County, California"
5361,310800.00,19134.00,6071001707,"Census Tract 17.07, San Bernardino County, California"
2750,268600.00,19128.00,6037533002,"Census Tract 5330.02, Los Angeles County, California"
1406,435600.00,19126.00,6037128101,"Census Tract 1281.01, Los Angeles County, California"
494,494500.00,19124.00,6013321103,"Census Tract 3211.03, Contra Costa County, California"
5408,283600.00,19115.00,6071002305,"Census Tract 23.05, San Bernardino County, California"
4713,119500.00,19110.00,6065042902,"Census Tract 429.02, Riverside County, California"
7749,114000.00,19103.00,6107000600,"Census Tract 6, Tulare County, California"
3041,341800.00,19096.00,6037573003,"Census Tract 5730.03, Los Angeles County, California"
5549,177400.00,19092.00,6071008800,"Census Tract 88, San Bernardino County, California"
2851,272400.00,19086.00,6037541700,"Census Tract 5417, Los Angeles County, California"
5422,256100.00,19085.00,6071002705,"Census Tract 27.05, San Bernardino County, California"
783,115300.00,19070.00,6019004404,"Census Tract 44.04, Fresno County, California"
4954,134800.00,19066.00,6065941000,"Census Tract 9410, Riverside County, California"
4829,262900.00,19058.00,6065044604,"Census Tract 446.04, Riverside County, California"
1058,302300.00,19057.00,6029003806,"Census Tract 38.06, Kern County, California"
1041,175900.00,19057.00,6029003124,"Census Tract 31.24, Kern County, California"
2827,278000.00,19035.00,6037540102,"Census Tract 5401.02, Los Angeles County, California"
4718,178300.00,19033.00,6065043005,"Census Tract 430.05, Riverside County, California"
5487,118800.00,19033.00,6071005600,"Census Tract 56, San Bernardino County, California"
4337,672900.00,19014.00,6059099404,"Census Tract 994.04, Orange County, California"
7412,172900.00,19012.00,6093001200,"Census Tract 12, Siskiyou County, California"
5188,468400.00,19008.00,6067008512,"Census Tract 85.12, Sacramento County, California"
7985,387600.00,19006.00,6111008101,"Census Tract 81.01, Ventura County, California"
910,378300.00,19000.00,6023000900,"Census Tract 9, Humboldt County, California"
2993,321000.00,19000.00,6037570202,"Census Tract 5702.02, Los Angeles County, California"
3433,396200.00,18994.00,6037920018,"Census Tract 9200.18, Los Angeles County, California"
5118,179600.00,18985.00,6067007429,"Census Tract 74.29, Sacramento County, California"
562,230000.00,18979.00,6013351102,"Census Tract 3511.02, Contra Costa County, California"
3022,285500.00,18975.00,6037571701,"Census Tract 5717.01, Los Angeles County, California"
7918,355700.00,18974.00,6111005304,"Census Tract 53.04, Ventura County, California"
1670,327200.00,18974.00,6037201302,"Census Tract 2013.02, Los Angeles County, California"
588,606600.00,18970.00,6013355306,"Census Tract 3553.06, Contra Costa County, California"
4407,398700.00,18967.00,6059110401,"Census Tract 1104.01, Orange County, California"
6412,601400.00,18956.00,6075026303,"Census Tract 263.03, San Francisco County, California"
2401,394100.00,18956.00,6037408133,"Census Tract 4081.33, Los Angeles County, California"
6599,237400.00,18956.00,6077005127,"Census Tract 51.27, San Joaquin County, California"
2913,324000.00,18952.00,6037551300,"Census Tract 5513, Los Angeles County, California"
326,862500.00,18938.00,6001450604,"Census Tract 4506.04, Alameda County, California"
6008,126400.00,18926.00,6073014400,"Census Tract 144, San Diego County, California"
289,632900.00,18923.00,6001442301,"Census Tract 4423.01, Alameda County, California"
7262,608600.00,18907.00,6085512035,"Census Tract 5120.35, Santa Clara County, California"
6887,206600.00,18906.00,6083002305,"Census Tract 23.05, Santa Barbara County, California"
1078,141300.00,18906.00,6029004604,"Census Tract 46.04, Kern County, California"
3008,409900.00,18897.00,6037570702,"Census Tract 5707.02, Los Angeles County, California"
1425,357300.00,18892.00,6037131400,"Census Tract 1314, Los Angeles County, California"
6171,336100.00,18890.00,6073018905,"Census Tract 189.05, San Diego County, California"
5849,454500.00,18887.00,6073008505,"Census Tract 85.05, San Diego County, California"
7658,200200.00,18886.00,6099002006,"Census Tract 20.06, Stanislaus County, California"
2930,362700.00,18879.00,6037552602,"Census Tract 5526.02, Los Angeles County, California"
5193,306700.00,18873.00,6067008704,"Census Tract 87.04, Sacramento County, California"
4667,162200.00,18869.00,6065042514,"Census Tract 425.14, Riverside County, California"
5608,122200.00,18847.00,6071010410,"Census Tract 104.10, San Bernardino County, California"
6605,202600.00,18846.00,6077005134,"Census Tract 51.34, San Joaquin County, California"
1055,341100.00,18843.00,6029003803,"Census Tract 38.03, Kern County, California"
1423,371500.00,18834.00,6037131200,"Census Tract 1312, Los Angeles County, California"
6560,324700.00,18833.00,6077004104,"Census Tract 41.04, San Joaquin County, California"
5185,397500.00,18831.00,6067008508,"Census Tract 85.08, Sacramento County, California"
2354,338500.00,18824.00,6037405203,"Census Tract 4052.03, Los Angeles County, California"
3880,610600.00,18822.00,6059011710,"Census Tract 117.10, Orange County, California"
464,84200.00,18820.00,6013307202,"Census Tract 3072.02, Contra Costa County, California"
7905,273400.00,18819.00,6111004716,"Census Tract 47.16, Ventura County, California"
3683,306000.00,18817.00,6053000104,"Census Tract 1.04, Monterey County, California"
5202,213000.00,18817.00,6067008912,"Census Tract 89.12, Sacramento County, California"
1210,336400.00,18816.00,6037106111,"Census Tract 1061.11, Los Angeles County, California"
4977,223000.00,18803.00,6067001800,"Census Tract 18, Sacramento County, California"
959,129500.00,18799.00,6025012200,"Census Tract 122, Imperial County, California"
7441,199000.00,18795.00,6095251902,"Census Tract 2519.02, Solano County, California"
1190,337600.00,18792.00,6037104124,"Census Tract 1041.24, Los Angeles County, California"
972,108300.00,18791.00,6029000200,"Census Tract 2, Kern County, California"
682,349700.00,18790.00,6017031301,"Census Tract 313.01, El Dorado County, California"
4716,153400.00,18788.00,6065043001,"Census Tract 430.01, Riverside County, California"
1950,331800.00,18781.00,6037238000,"Census Tract 2380, Los Angeles County, California"
4206,416800.00,18778.00,6059086301,"Census Tract 863.01, Orange County, California"
5433,204400.00,18777.00,6071003301,"Census Tract 33.01, San Bernardino County, California"
2482,348600.00,18775.00,6037432700,"Census Tract 4327, Los Angeles County, California"
6261,363000.00,18773.00,6073020805,"Census Tract 208.05, San Diego County, California"
7926,435900.00,18766.00,6111005504,"Census Tract 55.04, Ventura County, California"
4229,371900.00,18762.00,6059087002,"Census Tract 870.02, Orange County, California"
5004,338200.00,18757.00,6067004004,"Census Tract 40.04, Sacramento County, California"
5135,327000.00,18757.00,6067007906,"Census Tract 79.06, Sacramento County, California"
3172,344800.00,18751.00,6037602802,"Census Tract 6028.02, Los Angeles County, California"
917,339900.00,18750.00,6023010300,"Census Tract 103, Humboldt County, California"
7264,601200.00,18744.00,6085512037,"Census Tract 5120.37, Santa Clara County, California"
4479,271700.00,18744.00,6061022002,"Census Tract 220.02, Placer County, California"
3928,584600.00,18743.00,6059032003,"Census Tract 320.03, Orange County, California"
7062,579900.00,18742.00,6085504411,"Census Tract 5044.11, Santa Clara County, California"
5424,218100.00,18734.00,6071002801,"Census Tract 28.01, San Bernardino County, California"
7618,249100.00,18733.00,6099000402,"Census Tract 4.02, Stanislaus County, California"
828,262700.00,18732.00,6019005516,"Census Tract 55.16, Fresno County, California"
7469,152200.00,18732.00,6095252606,"Census Tract 2526.06, Solano County, California"
2824,301000.00,18729.00,6037536200,"Census Tract 5362, Los Angeles County, California"
7477,204500.00,18727.00,6095252705,"Census Tract 2527.05, Solano County, California"
5526,373500.00,18725.00,6071007901,"Census Tract 79.01, San Bernardino County, California"
3376,210900.00,18725.00,6037901102,"Census Tract 9011.02, Los Angeles County, California"
865,124200.00,18724.00,6019006502,"Census Tract 65.02, Fresno County, California"
411,116500.00,18719.00,6007002800,"Census Tract 28, Butte County, California"
1250,451800.00,18718.00,6037111202,"Census Tract 1112.02, Los Angeles County, California"
992,138900.00,18713.00,6029001000,"Census Tract 10, Kern County, California"
5509,225700.00,18712.00,6071007109,"Census Tract 71.09, San Bernardino County, California"
484,288500.00,18705.00,6013315000,"Census Tract 3150, Contra Costa County, California"
5358,312700.00,18704.00,6071001703,"Census Tract 17.03, San Bernardino County, California"
5647,112300.00,18704.00,6071012103,"Census Tract 121.03, San Bernardino County, California"
7734,161800.00,18690.00,6103001100,"Census Tract 11, Tehama County, California"
507,364600.00,18688.00,6013332000,"Census Tract 3320, Contra Costa County, California"
2659,322600.00,18686.00,6037502402,"Census Tract 5024.02, Los Angeles County, California"
3390,255000.00,18683.00,6037910209,"Census Tract 9102.09, Los Angeles County, California"
794,114300.00,18676.00,6019004701,"Census Tract 47.01, Fresno County, California"
4681,248700.00,18672.00,6065042623,"Census Tract 426.23, Riverside County, California"
3627,184800.00,18667.00,6047000301,"Census Tract 3.01, Merced County, California"
995,69500.00,18664.00,6029001103,"Census Tract 11.03, Kern County, California"
7969,629500.00,18659.00,6111007607,"Census Tract 76.07, Ventura County, California"
7903,333800.00,18656.00,6111004711,"Census Tract 47.11, Ventura County, California"
822,254600.00,18653.00,6019005509,"Census Tract 55.09, Fresno County, California"
797,167500.00,18647.00,6019004801,"Census Tract 48.01, Fresno County, California"
953,152700.00,18641.00,6025011802,"Census Tract 118.02, Imperial County, California"
7367,278000.00,18635.00,6089011001,"Census Tract 110.01, Shasta County, California"
1440,338400.00,18632.00,6037133000,"Census Tract 1330, Los Angeles County, California"
4726,289500.00,18611.00,6065043216,"Census Tract 432.16, Riverside County, California"
725,256300.00,18608.00,6019001700,"Census Tract 17, Fresno County, California"
5440,210100.00,18607.00,6071003505,"Census Tract 35.05, San Bernardino County, California"
3382,139900.00,18605.00,6037910002,"Census Tract 9100.02, Los Angeles County, California"
5918,358600.00,18604.00,6073010300,"Census Tract 103, San Diego County, California"
939,169100.00,18597.00,6025010600,"Census Tract 106, Imperial County, California"
4933,171300.00,18594.00,6065049500,"Census Tract 495, Riverside County, California"
3674,155700.00,18594.00,6049000200,"Census Tract 2, Modoc County, California"
2353,329900.00,18582.00,6037405202,"Census Tract 4052.02, Los Angeles County, California"
3363,154300.00,18575.00,6037900803,"Census Tract 9008.03, Los Angeles County, California"
8044,132200.00,18568.00,6115040100,"Census Tract 401, Yuba County, California"
3457,275400.00,18558.00,6037920106,"Census Tract 9201.06, Los Angeles County, California"
6897,216100.00,18550.00,6083002705,"Census Tract 27.05, Santa Barbara County, California"
4126,335900.00,18549.00,6059074103,"Census Tract 741.03, Orange County, California"
1021,119300.00,18538.00,6029002812,"Census Tract 28.12, Kern County, California"
5316,336900.00,18537.00,6071000603,"Census Tract 6.03, San Bernardino County, California"
5545,258600.00,18536.00,6071008706,"Census Tract 87.06, San Bernardino County, California"
1236,615700.00,18522.00,6037108201,"Census Tract 1082.01, Los Angeles County, California"
5729,330200.00,18511.00,6073003212,"Census Tract 32.12, San Diego County, California"
1463,443600.00,18507.00,6037134901,"Census Tract 1349.01, Los Angeles County, California"
2301,436800.00,18507.00,6037403318,"Census Tract 4033.18, Los Angeles County, California"
5950,339700.00,18507.00,6073012900,"Census Tract 129, San Diego County, California"
4649,148900.00,18504.00,6065042404,"Census Tract 424.04, Riverside County, California"
5067,123500.00,18504.00,6067006300,"Census Tract 63, Sacramento County, California"
7761,153300.00,18493.00,6107001302,"Census Tract 13.02, Tulare County, California"
5461,122500.00,18493.00,6071004103,"Census Tract 41.03, San Bernardino County, California"
2812,295600.00,18487.00,6037535607,"Census Tract 5356.07, Los Angeles County, California"
4192,447800.00,18478.00,6059075815,"Census Tract 758.15, Orange County, California"
7726,151700.00,18471.00,6103000300,"Census Tract 3, Tehama County, California"
3029,351000.00,18469.00,6037572100,"Census Tract 5721, Los Angeles County, California"
2630,345100.00,18466.00,6037500403,"Census Tract 5004.03, Los Angeles County, California"
2409,329700.00,18462.00,6037408141,"Census Tract 4081.41, Los Angeles County, California"
68,282200.00,18458.00,6001406500,"Census Tract 4065, Alameda County, California"
7413,263000.00,18454.00,6095250103,"Census Tract 2501.03, Solano County, California"
6409,621800.00,18453.00,6075026200,"Census Tract 262, San Francisco County, California"
7654,158600.00,18451.00,6099001900,"Census Tract 19, Stanislaus County, California"
5651,139100.00,18441.00,6071012400,"Census Tract 124, San Bernardino County, California"
2494,344400.00,18438.00,6037433307,"Census Tract 4333.07, Los Angeles County, California"
871,224800.00,18438.00,6019006900,"Census Tract 69, Fresno County, California"
1045,212200.00,18437.00,6029003205,"Census Tract 32.05, Kern County, California"
705,179500.00,18434.00,6019000800,"Census Tract 8, Fresno County, California"
5886,233200.00,18431.00,6073009603,"Census Tract 96.03, San Diego County, California"
2982,350800.00,18428.00,6037555002,"Census Tract 5550.02, Los Angeles County, California"
5825,421900.00,18416.00,6073008347,"Census Tract 83.47, San Diego County, California"
2319,423000.00,18414.00,6037403702,"Census Tract 4037.02, Los Angeles County, California"
3816,212700.00,18413.00,6057000104,"Census Tract 1.04, Nevada County, California"
3405,158500.00,18409.00,6037910605,"Census Tract 9106.05, Los Angeles County, California"
2796,261100.00,18404.00,6037534804,"Census Tract 5348.04, Los Angeles County, California"
984,162300.00,18399.00,6029000903,"Census Tract 9.03, Kern County, California"
594,349600.00,18396.00,6013359103,"Census Tract 3591.03, Contra Costa County, California"
2732,353100.00,18390.00,6037532001,"Census Tract 5320.01, Los Angeles County, California"
470,207200.00,18385.00,6013310000,"Census Tract 3100, Contra Costa County, California"
5888,430600.00,18384.00,6073009703,"Census Tract 97.03, San Diego County, California"
4544,133000.00,18383.00,6065040204,"Census Tract 402.04, Riverside County, California"
4304,644300.00,18378.00,6059099225,"Census Tract 992.25, Orange County, California"
1028,152500.00,18370.00,6029002819,"Census Tract 28.19, Kern County, California"
7257,651400.00,18351.00,6085512030,"Census Tract 5120.30, Santa Clara County, California"
2976,345200.00,18333.00,6037554600,"Census Tract 5546, Los Angeles County, California"
4339,644900.00,18331.00,6059099406,"Census Tract 994.06, Orange County, California"
4862,178700.00,18331.00,6065045110,"Census Tract 451.10, Riverside County, California"
4371,451900.00,18328.00,6059099903,"Census Tract 999.03, Orange County, California"
2948,332400.00,18323.00,6037553901,"Census Tract 5539.01, Los Angeles County, California"
4561,444600.00,18321.00,6065040611,"Census Tract 406.11, Riverside County, California"
6057,365200.00,18307.00,6073016613,"Census Tract 166.13, San Diego County, California"
3636,147600.00,18307.00,6047000602,"Census Tract 6.02, Merced County, California"
7636,256900.00,18306.00,6099000907,"Census Tract 9.07, Stanislaus County, California"
6205,365000.00,18291.00,6073019902,"Census Tract 199.02, San Diego County, California"
4660,203200.00,18267.00,6065042507,"Census Tract 425.07, Riverside County, California"
6196,440500.00,18265.00,6073019602,"Census Tract 196.02, San Diego County, California"
2683,422400.00,18256.00,6037503701,"Census Tract 5037.01, Los Angeles County, California"
5572,142200.00,18256.00,6071009713,"Census Tract 97.13, San Bernardino County, California"
2650,374000.00,18250.00,6037501900,"Census Tract 5019, Los Angeles County, California"
4457,470600.00,18249.00,6061021109,"Census Tract 211.09, Placer County, California"
3389,223300.00,18248.00,6037910208,"Census Tract 9102.08, Los Angeles County, California"
194,380900.00,18247.00,6001433000,"Census Tract 4330, Alameda County, California"
5411,190800.00,18243.00,6071002401,"Census Tract 24.01, San Bernardino County, California"
375,227600.00,18236.00,6007000201,"Census Tract 2.01, Butte County, California"
1269,427900.00,18229.00,6037113303,"Census Tract 1133.03, Los Angeles County, California"
2702,338000.00,18228.00,6037530204,"Census Tract 5302.04, Los Angeles County, California"
5025,146200.00,18223.00,6067004801,"Census Tract 48.01, Sacramento County, California"
5386,334700.00,18222.00,6071002025,"Census Tract 20.25, San Bernardino County, California"
1064,201800.00,18214.00,6029003812,"Census Tract 38.12, Kern County, California"
3655,92200.00,18213.00,6047001502,"Census Tract 15.02, Merced County, California"
771,268100.00,18201.00,6019004207,"Census Tract 42.07, Fresno County, California"
5610,162000.00,18195.00,6071010412,"Census Tract 104.12, San Bernardino County, California"
720,179200.00,18184.00,6019001412,"Census Tract 14.12, Fresno County, California"
4530,202400.00,18182.00,6065031402,"Census Tract 314.02, Riverside County, California"
4589,203500.00,18179.00,6065041202,"Census Tract 412.02, Riverside County, California"
1397,356900.00,18165.00,6037127606,"Census Tract 1276.06, Los Angeles County, California"
6614,163800.00,18162.00,6077005303,"Census Tract 53.03, San Joaquin County, California"
7495,217000.00,18139.00,6095253106,"Census Tract 2531.06, Solano County, California"
765,153000.00,18139.00,6019003810,"Census Tract 38.10, Fresno County, California"
928,337900.00,18133.00,6023011200,"Census Tract 112, Humboldt County, California"
5528,326000.00,18130.00,6071007904,"Census Tract 79.04, San Bernardino County, California"
589,331800.00,18129.00,6013356001,"Census Tract 3560.01, Contra Costa County, California"
2388,330500.00,18128.00,6037407501,"Census Tract 4075.01, Los Angeles County, California"
774,202400.00,18119.00,6019004211,"Census Tract 42.11, Fresno County, California"
2298,417600.00,18118.00,6037403312,"Census Tract 4033.12, Los Angeles County, California"
5186,483600.00,18110.00,6067008509,"Census Tract 85.09, Sacramento County, California"
5321,357600.00,18107.00,6071000808,"Census Tract 8.08, San Bernardino County, California"
2868,224100.00,18103.00,6037542900,"Census Tract 5429, Los Angeles County, California"
4886,254100.00,18087.00,6065045228,"Census Tract 452.28, Riverside County, California"
1004,212500.00,18082.00,6029001802,"Census Tract 18.02, Kern County, California"
4673,148300.00,18082.00,6065042520,"Census Tract 425.20, Riverside County, California"
743,126000.00,18071.00,6019002906,"Census Tract 29.06, Fresno County, California"
2956,345600.00,18065.00,6037554201,"Census Tract 5542.01, Los Angeles County, California"
4541,223600.00,18065.00,6065040201,"Census Tract 402.01, Riverside County, California"
7925,445700.00,18057.00,6111005503,"Census Tract 55.03, Ventura County, California"
4500,305500.00,18052.00,6061023900,"Census Tract 239, Placer County, California"
1940,276400.00,18051.00,6037237202,"Census Tract 2372.02, Los Angeles County, California"
5374,376000.00,18049.00,6071002010,"Census Tract 20.10, San Bernardino County, California"
3419,364100.00,18045.00,6037910807,"Census Tract 9108.07, Los Angeles County, California"
2624,471800.00,18033.00,6037482800,"Census Tract 4828, Los Angeles County, California"
2229,337200.00,18033.00,6037320202,"Census Tract 3202.02, Los Angeles County, California"
7788,166300.00,18030.00,6107002500,"Census Tract 25, Tulare County, California"
5694,278500.00,18015.00,6073002705,"Census Tract 27.05, San Diego County, California"
5442,188700.00,18014.00,6071003507,"Census Tract 35.07, San Bernardino County, California"
1259,391900.00,18010.00,6037113211,"Census Tract 1132.11, Los Angeles County, California"
7886,325600.00,18009.00,6111003700,"Census Tract 37, Ventura County, California"
2387,385500.00,18008.00,6037407400,"Census Tract 4074, Los Angeles County, California"
6618,277800.00,18007.00,6077005403,"Census Tract 54.03, San Joaquin County, California"
1157,83100.00,18004.00,6033000802,"Census Tract 8.02, Lake County, California"
4072,375400.00,17991.00,6059062640,"Census Tract 626.40, Orange County, California"
7879,404500.00,17989.00,6111003100,"Census Tract 31, Ventura County, California"
6053,397100.00,17987.00,6073016608,"Census Tract 166.08, San Diego County, California"
5844,645500.00,17986.00,6073008366,"Census Tract 83.66, San Diego County, California"
3357,144600.00,17986.00,6037900608,"Census Tract 9006.08, Los Angeles County, California"
150,231100.00,17979.00,6001425101,"Census Tract 4251.01, Alameda County, California"
1290,467900.00,17970.00,6037117302,"Census Tract 1173.02, Los Angeles County, California"
8028,651000.00,17967.00,6113010704,"Census Tract 107.04, Yolo County, California"
4951,315700.00,17966.00,6065940700,"Census Tract 9407, Riverside County, California"
2641,344000.00,17956.00,6037501400,"Census Tract 5014, Los Angeles County, California"
2362,324700.00,17954.00,6037405800,"Census Tract 4058, Los Angeles County, California"
461,250900.00,17951.00,6013307101,"Census Tract 3071.01, Contra Costa County, California"
2104,624600.00,17948.00,6037277100,"Census Tract 2771, Los Angeles County, California"
1944,275000.00,17926.00,6037237500,"Census Tract 2375, Los Angeles County, California"
7729,170800.00,17919.00,6103000600,"Census Tract 6, Tehama County, California"
3947,481400.00,17918.00,6059032037,"Census Tract 320.37, Orange County, California"
4539,225900.00,17906.00,6065040101,"Census Tract 401.01, Riverside County, California"
5106,126400.00,17906.00,6067007413,"Census Tract 74.13, Sacramento County, California"
3634,144000.00,17905.00,6047000505,"Census Tract 5.05, Merced County, California"
