,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
7456,567800,25306,6095252311,"Census Tract 2523.11, Solano County, California"
7457,377900,41374,6095252312,"Census Tract 2523.12, Solano County, California"
7458,528700,42182,6095252313,"Census Tract 2523.13, Solano County, California"
7459,343700,11693,6095252314,"Census Tract 2523.14, Solano County, California"
7460,434300,11226,6095252315,"Census Tract 2523.15, Solano County, California"
7461,345600,15640,6095252316,"Census Tract 2523.16, Solano County, California"
7462,470400,17638,6095252317,"Census Tract 2523.17, Solano County, California"
7463,275500,44165,6095252401,"Census Tract 2524.01, Solano County, California"
7464,332700,19949,6095252402,"Census Tract 2524.02, Solano County, California"
7465,248900,40357,6095252501,"Census Tract 2525.01, Solano County, California"
7466,291400,39892,6095252502,"Census Tract 2525.02, Solano County, California"
7467,336400,21967,6095252604,"Census Tract 2526.04, Solano County, California"
7468,260300,45476,6095252605,"Census Tract 2526.05, Solano County, California"
7469,288900,34985,6095252606,"Census Tract 2526.06, Solano County, California"
7470,312600,37505,6095252607,"Census Tract 2526.07, Solano County, California"
7471,274400,39242,6095252608,"Census Tract 2526.08, Solano County, California"
7472,309900,22794,6095252610,"Census Tract 2526.10, Solano County, California"
7473,314300,20814,6095252611,"Census Tract 2526.11, Solano County, California"
7474,369100,17736,6095252702,"Census Tract 2527.02, Solano County, California"
7475,346900,11692,6095252703,"Census Tract 2527.03, Solano County, California"
7476,349500,27146,6095252704,"Census Tract 2527.04, Solano County, California"
7477,346400,13031,6095252705,"Census Tract 2527.05, Solano County, California"
7478,383000,19345,6095252706,"Census Tract 2527.06, Solano County, California"
7479,300800,27752,6095252707,"Census Tract 2527.07, Solano County, California"
7482,722800,46372,6095252903,"Census Tract 2529.03, Solano County, California"
7483,487300,29661,6095252904,"Census Tract 2529.04, Solano County, California"
7484,408500,19507,6095252908,"Census Tract 2529.08, Solano County, California"
7485,397200,21872,6095252909,"Census Tract 2529.09, Solano County, California"
7486,419900,13873,6095252910,"Census Tract 2529.10, Solano County, California"
7487,360900,18137,6095252911,"Census Tract 2529.11, Solano County, California"
7488,516600,28030,6095252912,"Census Tract 2529.12, Solano County, California"
7489,401200,16636,6095252913,"Census Tract 2529.13, Solano County, California"
7490,408600,34835,6095252914,"Census Tract 2529.14, Solano County, California"
7491,495600,20426,6095252915,"Census Tract 2529.15, Solano County, California"
7493,383100,24707,6095253101,"Census Tract 2531.01, Solano County, California"
7494,350500,37426,6095253105,"Census Tract 2531.05, Solano County, California"
7495,346700,21916,6095253106,"Census Tract 2531.06, Solano County, California"
7496,334600,23557,6095253107,"Census Tract 2531.07, Solano County, California"
7497,356400,23180,6095253108,"Census Tract 2531.08, Solano County, California"
7498,475200,15338,6095253201,"Census Tract 2532.01, Solano County, California"
7499,385500,23426,6095253203,"Census Tract 2532.03, Solano County, California"
7500,480100,35509,6095253204,"Census Tract 2532.04, Solano County, California"
7501,423700,18419,6095253205,"Census Tract 2532.05, Solano County, California"
7502,488400,19577,6095253206,"Census Tract 2532.06, Solano County, California"
7503,679800,41961,6095253300,"Census Tract 2533, Solano County, California"
7504,356400,21634,6095253402,"Census Tract 2534.02, Solano County, California"
7505,415600,16591,6095253403,"Census Tract 2534.03, Solano County, California"
7506,395900,28975,6095253404,"Census Tract 2534.04, Solano County, California"
7507,345600,10535,6095253500,"Census Tract 2535, Solano County, California"
7509,1114700,114930,6097150100,"Census Tract 1501, Sonoma County, California"
7510,809900,108252,6097150202,"Census Tract 1502.02, Sonoma County, California"
7511,697700,118036,6097150203,"Census Tract 1502.03, Sonoma County, California"
7512,1008100,75990,6097150204,"Census Tract 1502.04, Sonoma County, California"
7513,699800,58917,6097150303,"Census Tract 1503.03, Sonoma County, California"
7514,589400,33221,6097150304,"Census Tract 1503.04, Sonoma County, California"
7515,537900,63449,6097150305,"Census Tract 1503.05, Sonoma County, California"
7516,551800,70098,6097150306,"Census Tract 1503.06, Sonoma County, California"
7517,1040600,165885,6097150500,"Census Tract 1505, Sonoma County, California"
7518,546800,34050,6097150601,"Census Tract 1506.01, Sonoma County, California"
7519,571100,23914,6097150602,"Census Tract 1506.02, Sonoma County, California"
7520,562700,28919,6097150603,"Census Tract 1506.03, Sonoma County, California"
7521,730200,37320,6097150607,"Census Tract 1506.07, Sonoma County, California"
7522,457000,33852,6097150609,"Census Tract 1506.09, Sonoma County, California"
7523,647800,20559,6097150610,"Census Tract 1506.10, Sonoma County, California"
7524,745600,45427,6097150611,"Census Tract 1506.11, Sonoma County, California"
7525,700100,41717,6097150612,"Census Tract 1506.12, Sonoma County, California"
7526,632700,34113,6097150701,"Census Tract 1507.01, Sonoma County, California"
7527,822500,37464,6097150702,"Census Tract 1507.02, Sonoma County, California"
7528,798600,42420,6097150800,"Census Tract 1508, Sonoma County, California"
7529,542800,63606,6097150901,"Census Tract 1509.01, Sonoma County, California"
7530,803100,38597,6097150902,"Census Tract 1509.02, Sonoma County, California"
7531,922600,65788,6097151000,"Census Tract 1510, Sonoma County, California"
7532,924800,31397,6097151100,"Census Tract 1511, Sonoma County, California"
7533,536200,140824,6097151201,"Census Tract 1512.01, Sonoma County, California"
7534,503100,35352,6097151203,"Census Tract 1512.03, Sonoma County, California"
7535,564200,60517,6097151204,"Census Tract 1512.04, Sonoma County, California"
7536,420600,25556,6097151301,"Census Tract 1513.01, Sonoma County, California"
7537,399800,38502,6097151305,"Census Tract 1513.05, Sonoma County, California"
7538,321600,41732,6097151306,"Census Tract 1513.06, Sonoma County, California"
7539,513300,34272,6097151307,"Census Tract 1513.07, Sonoma County, California"
7540,556000,37371,6097151308,"Census Tract 1513.08, Sonoma County, California"
7541,610100,31767,6097151309,"Census Tract 1513.09, Sonoma County, California"
7542,463800,37701,6097151310,"Census Tract 1513.10, Sonoma County, California"
7543,534100,55915,6097151311,"Census Tract 1513.11, Sonoma County, California"
7544,478100,18784,6097151401,"Census Tract 1514.01, Sonoma County, California"
7545,138500,90434,6097151402,"Census Tract 1514.02, Sonoma County, California"
7546,654500,49758,6097151502,"Census Tract 1515.02, Sonoma County, California"
7547,818800,33121,6097151503,"Census Tract 1515.03, Sonoma County, California"
7548,616400,15683,6097151504,"Census Tract 1515.04, Sonoma County, California"
7549,639300,29296,6097151601,"Census Tract 1516.01, Sonoma County, California"
7550,692300,36318,6097151602,"Census Tract 1516.02, Sonoma County, California"
7551,614900,31574,6097151700,"Census Tract 1517, Sonoma County, California"
7552,538100,51893,6097151800,"Census Tract 1518, Sonoma County, California"
7553,462200,35199,6097151900,"Census Tract 1519, Sonoma County, California"
7554,475000,120501,6097152000,"Census Tract 1520, Sonoma County, California"
7555,445800,40681,6097152100,"Census Tract 1521, Sonoma County, California"
7556,565600,63430,6097152201,"Census Tract 1522.01, Sonoma County, California"
7557,473400,80916,6097152202,"Census Tract 1522.02, Sonoma County, California"
7558,691700,74316,6097152203,"Census Tract 1522.03, Sonoma County, California"
7559,698300,25421,6097152300,"Census Tract 1523, Sonoma County, California"
7560,818100,73964,6097152400,"Census Tract 1524, Sonoma County, California"
7561,623800,30432,6097152501,"Census Tract 1525.01, Sonoma County, California"
7562,514600,51151,6097152502,"Census Tract 1525.02, Sonoma County, California"
7563,796900,37774,6097152600,"Census Tract 1526, Sonoma County, California"
7564,584000,43742,6097152701,"Census Tract 1527.01, Sonoma County, California"
7565,620800,36272,6097152702,"Census Tract 1527.02, Sonoma County, California"
7566,506300,47324,6097152801,"Census Tract 1528.01, Sonoma County, California"
7567,344800,63944,6097152802,"Census Tract 1528.02, Sonoma County, California"
7568,471300,28789,6097152903,"Census Tract 1529.03, Sonoma County, California"
7569,567700,20485,6097152904,"Census Tract 1529.04, Sonoma County, California"
7570,504500,40299,6097152905,"Census Tract 1529.05, Sonoma County, California"
7571,696600,37763,6097152906,"Census Tract 1529.06, Sonoma County, California"
7572,446500,78014,6097153001,"Census Tract 1530.01, Sonoma County, California"
7573,431700,17152,6097153002,"Census Tract 1530.02, Sonoma County, California"
7574,375700,42294,6097153003,"Census Tract 1530.03, Sonoma County, California"
7575,595800,73651,6097153005,"Census Tract 1530.05, Sonoma County, California"
7576,444400,28473,6097153006,"Census Tract 1530.06, Sonoma County, California"
7577,392200,34254,6097153102,"Census Tract 1531.02, Sonoma County, California"
7578,474000,50043,6097153103,"Census Tract 1531.03, Sonoma County, California"
7579,349200,37585,6097153104,"Census Tract 1531.04, Sonoma County, California"
7580,462900,32208,6097153200,"Census Tract 1532, Sonoma County, California"
7581,463100,30851,6097153300,"Census Tract 1533, Sonoma County, California"
7582,713000,53276,6097153401,"Census Tract 1534.01, Sonoma County, California"
7583,727900,64527,6097153403,"Census Tract 1534.03, Sonoma County, California"
7584,753100,42408,6097153404,"Census Tract 1534.04, Sonoma County, California"
7585,838000,54053,6097153501,"Census Tract 1535.01, Sonoma County, California"
7586,941600,50662,6097153502,"Census Tract 1535.02, Sonoma County, California"
7587,857000,50156,6097153600,"Census Tract 1536, Sonoma County, California"
7588,481000,36649,6097153703,"Census Tract 1537.03, Sonoma County, California"
7589,474700,40479,6097153704,"Census Tract 1537.04, Sonoma County, California"
7590,537800,67230,6097153705,"Census Tract 1537.05, Sonoma County, California"
7591,572300,59580,6097153706,"Census Tract 1537.06, Sonoma County, California"
7592,647900,19604,6097153801,"Census Tract 1538.01, Sonoma County, California"
7593,594600,15928,6097153804,"Census Tract 1538.04, Sonoma County, California"
7594,592500,41768,6097153806,"Census Tract 1538.06, Sonoma County, California"
7595,677100,30167,6097153807,"Census Tract 1538.07, Sonoma County, California"
7596,381500,65229,6097153808,"Census Tract 1538.08, Sonoma County, California"
7597,586200,25344,6097153809,"Census Tract 1538.09, Sonoma County, California"
7598,729200,58121,6097153901,"Census Tract 1539.01, Sonoma County, California"
7599,670700,55030,6097153902,"Census Tract 1539.02, Sonoma County, California"
7600,798900,90637,6097153903,"Census Tract 1539.03, Sonoma County, California"
7601,1672200,150468,6097154000,"Census Tract 1540, Sonoma County, California"
7602,1141400,113197,6097154100,"Census Tract 1541, Sonoma County, California"
7603,454100,39191,6097154201,"Census Tract 1542.01, Sonoma County, California"
7604,490100,27614,6097154202,"Census Tract 1542.02, Sonoma County, California"
7605,800600,72930,6097154302,"Census Tract 1543.02, Sonoma County, California"
7606,843600,86311,6097154303,"Census Tract 1543.03, Sonoma County, California"
7607,587400,62802,6097154304,"Census Tract 1543.04, Sonoma County, California"
7609,577600,30798,6099000101,"Census Tract 1.01, Stanislaus County, California"
7610,573800,40379,6099000102,"Census Tract 1.02, Stanislaus County, California"
7611,317400,37128,6099000201,"Census Tract 2.01, Stanislaus County, California"
7612,350300,22415,6099000202,"Census Tract 2.02, Stanislaus County, California"
7613,289700,19240,6099000203,"Census Tract 2.03, Stanislaus County, California"
7614,206900,30300,6099000301,"Census Tract 3.01, Stanislaus County, California"
7615,402000,40992,6099000302,"Census Tract 3.02, Stanislaus County, California"
7616,273100,11882,6099000303,"Census Tract 3.03, Stanislaus County, California"
7617,247300,16299,6099000304,"Census Tract 3.04, Stanislaus County, California"
7618,351300,13498,6099000402,"Census Tract 4.02, Stanislaus County, California"
7619,286100,24440,6099000403,"Census Tract 4.03, Stanislaus County, California"
7620,317400,29481,6099000404,"Census Tract 4.04, Stanislaus County, California"
7621,351700,17429,6099000501,"Census Tract 5.01, Stanislaus County, California"
7622,285400,18411,6099000503,"Census Tract 5.03, Stanislaus County, California"
7623,389500,23196,6099000504,"Census Tract 5.04, Stanislaus County, California"
7624,302900,19863,6099000505,"Census Tract 5.05, Stanislaus County, California"
7625,258300,16664,6099000506,"Census Tract 5.06, Stanislaus County, California"
7626,291000,22326,6099000510,"Census Tract 5.10, Stanislaus County, California"
7627,271000,20359,6099000601,"Census Tract 6.01, Stanislaus County, California"
7628,279900,11670,6099000602,"Census Tract 6.02, Stanislaus County, California"
7629,271500,13246,6099000801,"Census Tract 8.01, Stanislaus County, California"
7630,175700,23688,6099000803,"Census Tract 8.03, Stanislaus County, California"
7631,243200,15338,6099000805,"Census Tract 8.05, Stanislaus County, California"
7632,303800,21449,6099000806,"Census Tract 8.06, Stanislaus County, California"
7633,263900,25154,6099000807,"Census Tract 8.07, Stanislaus County, California"
7634,294700,22600,6099000905,"Census Tract 9.05, Stanislaus County, California"
7635,288600,22817,6099000906,"Census Tract 9.06, Stanislaus County, California"
7636,355800,17158,6099000907,"Census Tract 9.07, Stanislaus County, California"
7637,302800,21262,6099000908,"Census Tract 9.08, Stanislaus County, California"
7638,263300,11564,6099000909,"Census Tract 9.09, Stanislaus County, California"
7639,231600,27506,6099000910,"Census Tract 9.10, Stanislaus County, California"
7640,298300,15587,6099000911,"Census Tract 9.11, Stanislaus County, California"
7641,374400,18417,6099000912,"Census Tract 9.12, Stanislaus County, California"
7642,309200,20093,6099001001,"Census Tract 10.01, Stanislaus County, California"
7643,229800,17463,6099001002,"Census Tract 10.02, Stanislaus County, California"
7644,276400,27226,6099001100,"Census Tract 11, Stanislaus County, California"
7645,297200,27912,6099001200,"Census Tract 12, Stanislaus County, California"
7646,295100,31637,6099001300,"Census Tract 13, Stanislaus County, California"
7647,227300,29941,6099001400,"Census Tract 14, Stanislaus County, California"
7648,207300,21294,6099001500,"Census Tract 15, Stanislaus County, California"
7649,201200,26607,6099001601,"Census Tract 16.01, Stanislaus County, California"
7650,140600,16982,6099001603,"Census Tract 16.03, Stanislaus County, California"
7651,164900,24569,6099001604,"Census Tract 16.04, Stanislaus County, California"
7652,147700,18379,6099001700,"Census Tract 17, Stanislaus County, California"
7653,275000,72548,6099001800,"Census Tract 18, Stanislaus County, California"
7654,287500,20307,6099001900,"Census Tract 19, Stanislaus County, California"
7655,165300,15379,6099002002,"Census Tract 20.02, Stanislaus County, California"
7656,227300,8733,6099002004,"Census Tract 20.04, Stanislaus County, California"
7657,221800,22039,6099002005,"Census Tract 20.05, Stanislaus County, California"
7658,284900,15182,6099002006,"Census Tract 20.06, Stanislaus County, California"
7659,154000,30348,6099002100,"Census Tract 21, Stanislaus County, California"
7660,173800,19349,6099002200,"Census Tract 22, Stanislaus County, California"
7661,194100,28470,6099002301,"Census Tract 23.01, Stanislaus County, California"
7662,153300,19802,6099002302,"Census Tract 23.02, Stanislaus County, California"
7663,239900,13717,6099002401,"Census Tract 24.01, Stanislaus County, California"
7664,145200,34371,6099002402,"Census Tract 24.02, Stanislaus County, California"
7665,268500,11577,6099002501,"Census Tract 25.01, Stanislaus County, California"
7666,172000,30472,6099002503,"Census Tract 25.03, Stanislaus County, California"
7667,289200,11006,6099002504,"Census Tract 25.04, Stanislaus County, California"
7668,213200,29438,6099002602,"Census Tract 26.02, Stanislaus County, California"
7669,275400,15888,6099002603,"Census Tract 26.03, Stanislaus County, California"
7670,210000,27867,6099002604,"Census Tract 26.04, Stanislaus County, California"
7671,241900,19021,6099002605,"Census Tract 26.05, Stanislaus County, California"
7672,306800,29078,6099002701,"Census Tract 27.01, Stanislaus County, California"
7673,244200,21395,6099002702,"Census Tract 27.02, Stanislaus County, California"
7674,282900,35271,6099002801,"Census Tract 28.01, Stanislaus County, California"
7675,264900,25119,6099002802,"Census Tract 28.02, Stanislaus County, California"
7676,294800,36914,6099002803,"Census Tract 28.03, Stanislaus County, California"
7677,428800,39256,6099002901,"Census Tract 29.01, Stanislaus County, California"
7678,338400,11668,6099002902,"Census Tract 29.02, Stanislaus County, California"
7679,335700,19598,6099003001,"Census Tract 30.01, Stanislaus County, California"
7680,214000,44870,6099003002,"Census Tract 30.02, Stanislaus County, California"
7681,414900,156808,6099003100,"Census Tract 31, Stanislaus County, California"
7682,245800,27933,6099003201,"Census Tract 32.01, Stanislaus County, California"
7683,319400,16413,6099003202,"Census Tract 32.02, Stanislaus County, California"
7684,426600,42251,6099003300,"Census Tract 33, Stanislaus County, California"
7685,235300,122183,6099003400,"Census Tract 34, Stanislaus County, California"
7686,264800,10388,6099003500,"Census Tract 35, Stanislaus County, California"
7687,369400,117864,6099003603,"Census Tract 36.03, Stanislaus County, California"
7688,400000,36648,6099003604,"Census Tract 36.04, Stanislaus County, California"
7689,346300,20033,6099003605,"Census Tract 36.05, Stanislaus County, California"
7690,348600,17034,6099003606,"Census Tract 36.06, Stanislaus County, California"
7691,317100,36604,6099003700,"Census Tract 37, Stanislaus County, California"
7692,187900,21296,6099003802,"Census Tract 38.02, Stanislaus County, California"
7693,225600,25979,6099003803,"Census Tract 38.03, Stanislaus County, California"
7694,249900,23362,6099003804,"Census Tract 38.04, Stanislaus County, California"
7695,297500,16195,6099003805,"Census Tract 38.05, Stanislaus County, California"
7696,245100,18885,6099003904,"Census Tract 39.04, Stanislaus County, California"
7697,349200,15356,6099003905,"Census Tract 39.05, Stanislaus County, California"
7698,311100,24075,6099003906,"Census Tract 39.06, Stanislaus County, California"
7699,348400,23972,6099003907,"Census Tract 39.07, Stanislaus County, California"
7700,41200,28915,6099003908,"Census Tract 39.08, Stanislaus County, California"
7701,254400,29275,6099003909,"Census Tract 39.09, Stanislaus County, California"
7702,478400,55021,6099004000,"Census Tract 40, Stanislaus County, California"
7703,284300,24406,6101050101,"Census Tract 501.01, Sutter County, California"
7704,177500,24187,6101050102,"Census Tract 501.02, Sutter County, California"
7705,215600,73761,6101050201,"Census Tract 502.01, Sutter County, California"
7706,159600,13574,6101050202,"Census Tract 502.02, Sutter County, California"
7707,276500,23127,6101050301,"Census Tract 503.01, Sutter County, California"
7708,161900,23152,6101050302,"Census Tract 503.02, Sutter County, California"
7709,268600,16604,6101050401,"Census Tract 504.01, Sutter County, California"
7710,311900,26793,6101050402,"Census Tract 504.02, Sutter County, California"
7711,270600,14487,6101050403,"Census Tract 504.03, Sutter County, California"
7712,270000,19088,6101050501,"Census Tract 505.01, Sutter County, California"
7713,293900,19124,6101050503,"Census Tract 505.03, Sutter County, California"
7714,280100,12210,6101050504,"Census Tract 505.04, Sutter County, California"
7715,334200,23678,6101050601,"Census Tract 506.01, Sutter County, California"
7716,331200,26644,6101050603,"Census Tract 506.03, Sutter County, California"
7717,343500,9123,6101050604,"Census Tract 506.04, Sutter County, California"
7718,191800,11659,6101050701,"Census Tract 507.01, Sutter County, California"
7719,242000,17601,6101050702,"Census Tract 507.02, Sutter County, California"
7720,264900,25850,6101050800,"Census Tract 508, Sutter County, California"
7721,315600,62234,6101050900,"Census Tract 509, Sutter County, California"
7722,386000,49017,6101051000,"Census Tract 510, Sutter County, California"
7723,427700,31284,6101051100,"Census Tract 511, Sutter County, California"
7724,242900,16457,6103000100,"Census Tract 1, Tehama County, California"
7725,229700,19546,6103000200,"Census Tract 2, Tehama County, California"
7726,255000,35030,6103000300,"Census Tract 3, Tehama County, California"
7727,292900,25577,6103000400,"Census Tract 4, Tehama County, California"
7728,191000,20031,6103000500,"Census Tract 5, Tehama County, California"
7729,204200,24693,6103000600,"Census Tract 6, Tehama County, California"
7730,162500,9006,6103000700,"Census Tract 7, Tehama County, California"
7731,173800,43781,6103000800,"Census Tract 8, Tehama County, California"
7732,177600,26803,6103000900,"Census Tract 9, Tehama County, California"
7733,204200,25216,6103001000,"Census Tract 10, Tehama County, California"
7734,196700,27240,6103001100,"Census Tract 11, Tehama County, California"
7735,266900,24909,6105000101,"Census Tract 1.01, Trinity County, California"
7736,280100,20277,6105000102,"Census Tract 1.02, Trinity County, California"
7737,333600,19895,6105000200,"Census Tract 2, Trinity County, California"
7738,303200,80656,6105000300,"Census Tract 3, Trinity County, California"
7739,261200,31817,6105000400,"Census Tract 4, Trinity County, California"
7740,293200,27048,6107000100,"Census Tract 1, Tulare County, California"
7741,152800,20816,6107000201,"Census Tract 2.01, Tulare County, California"
7742,274200,128683,6107000202,"Census Tract 2.02, Tulare County, California"
7743,372300,48577,6107000301,"Census Tract 3.01, Tulare County, California"
7744,165400,22523,6107000302,"Census Tract 3.02, Tulare County, California"
7745,219200,16523,6107000401,"Census Tract 4.01, Tulare County, California"
7746,191300,11612,6107000402,"Census Tract 4.02, Tulare County, California"
7747,163100,24083,6107000501,"Census Tract 5.01, Tulare County, California"
7748,228900,22045,6107000502,"Census Tract 5.02, Tulare County, California"
7749,122600,31392,6107000600,"Census Tract 6, Tulare County, California"
7750,164500,34332,6107000701,"Census Tract 7.01, Tulare County, California"
7751,163600,20370,6107000702,"Census Tract 7.02, Tulare County, California"
7752,200800,43554,6107000800,"Census Tract 8, Tulare County, California"
7753,194700,23169,6107000900,"Census Tract 9, Tulare County, California"
7754,292700,17561,6107001003,"Census Tract 10.03, Tulare County, California"
7755,151900,12119,6107001004,"Census Tract 10.04, Tulare County, California"
7756,341500,89201,6107001005,"Census Tract 10.05, Tulare County, California"
7757,342000,55722,6107001006,"Census Tract 10.06, Tulare County, California"
7758,119800,15748,6107001100,"Census Tract 11, Tulare County, California"
7759,228300,16702,6107001200,"Census Tract 12, Tulare County, California"
7760,159500,32818,6107001301,"Census Tract 13.01, Tulare County, California"
7761,232200,24231,6107001302,"Census Tract 13.02, Tulare County, California"
7762,239500,26924,6107001400,"Census Tract 14, Tulare County, California"
7763,233500,18435,6107001501,"Census Tract 15.01, Tulare County, California"
7764,202000,31464,6107001502,"Census Tract 15.02, Tulare County, California"
7765,131700,11284,6107001601,"Census Tract 16.01, Tulare County, California"
7766,191200,20334,6107001602,"Census Tract 16.02, Tulare County, California"
7767,170000,19567,6107001701,"Census Tract 17.01, Tulare County, California"
7768,237800,21278,6107001703,"Census Tract 17.03, Tulare County, California"
7769,282400,20929,6107001704,"Census Tract 17.04, Tulare County, California"
7770,232500,14779,6107001800,"Census Tract 18, Tulare County, California"
7771,208300,11730,6107001901,"Census Tract 19.01, Tulare County, California"
7772,275800,18071,6107001902,"Census Tract 19.02, Tulare County, California"
7773,206700,23159,6107002002,"Census Tract 20.02, Tulare County, California"
7774,218800,19681,6107002003,"Census Tract 20.03, Tulare County, California"
7775,217600,19925,6107002004,"Census Tract 20.04, Tulare County, California"
7776,287600,15565,6107002006,"Census Tract 20.06, Tulare County, California"
7777,228200,12143,6107002007,"Census Tract 20.07, Tulare County, California"
7778,151200,22287,6107002008,"Census Tract 20.08, Tulare County, California"
7779,189300,10847,6107002009,"Census Tract 20.09, Tulare County, California"
7780,310300,34542,6107002100,"Census Tract 21, Tulare County, California"
7781,138300,10511,6107002202,"Census Tract 22.02, Tulare County, California"
7782,179700,8396,6107002203,"Census Tract 22.03, Tulare County, California"
7783,183900,10752,6107002204,"Census Tract 22.04, Tulare County, California"
7784,231600,13672,6107002302,"Census Tract 23.02, Tulare County, California"
7785,255400,15468,6107002303,"Census Tract 23.03, Tulare County, California"
7786,146500,33710,6107002304,"Census Tract 23.04, Tulare County, California"
7787,285200,16113,6107002400,"Census Tract 24, Tulare County, California"
7788,199800,33071,6107002500,"Census Tract 25, Tulare County, California"
7789,136400,10826,6107002601,"Census Tract 26.01, Tulare County, California"
7790,147700,17559,6107002602,"Census Tract 26.02, Tulare County, California"
7791,254400,39613,6107002700,"Census Tract 27, Tulare County, California"
7792,137500,33291,6107002800,"Census Tract 28, Tulare County, California"
7793,144300,13451,6107002901,"Census Tract 29.01, Tulare County, California"
7794,174900,15023,6107002903,"Census Tract 29.03, Tulare County, California"
7795,181300,12197,6107002904,"Census Tract 29.04, Tulare County, California"
7796,98500,21899,6107003001,"Census Tract 30.01, Tulare County, California"
7797,148500,30068,6107003002,"Census Tract 30.02, Tulare County, California"
7798,136100,91034,6107003100,"Census Tract 31, Tulare County, California"
7799,128100,20134,6107003200,"Census Tract 32, Tulare County, California"
7800,171400,45983,6107003300,"Census Tract 33, Tulare County, California"
7801,153000,20179,6107003400,"Census Tract 34, Tulare County, California"
7802,262600,26518,6107003501,"Census Tract 35.01, Tulare County, California"
7803,213800,15168,6107003502,"Census Tract 35.02, Tulare County, California"
7804,177900,11362,6107003601,"Census Tract 36.01, Tulare County, California"
7805,167500,8565,6107003602,"Census Tract 36.02, Tulare County, California"
7806,162900,11164,6107003700,"Census Tract 37, Tulare County, California"
7807,172500,25859,6107003801,"Census Tract 38.01, Tulare County, California"
7808,147300,34981,6107003802,"Census Tract 38.02, Tulare County, California"
7809,137600,7787,6107003901,"Census Tract 39.01, Tulare County, California"
7810,196200,41646,6107003902,"Census Tract 39.02, Tulare County, California"
7812,144900,17818,6107004101,"Census Tract 41.01, Tulare County, California"
7813,175000,28240,6107004102,"Census Tract 41.02, Tulare County, California"
7814,137500,22982,6107004200,"Census Tract 42, Tulare County, California"
7815,115500,9559,6107004300,"Census Tract 43, Tulare County, California"
7816,140700,13600,6107004400,"Census Tract 44, Tulare County, California"
7817,187100,19457,6107004500,"Census Tract 45, Tulare County, California"
7818,285200,18748,6109001100,"Census Tract 11, Tuolumne County, California"
7819,297000,31102,6109001200,"Census Tract 12, Tuolumne County, California"
7820,280700,29744,6109002100,"Census Tract 21, Tuolumne County, California"
7821,298700,29710,6109002200,"Census Tract 22, Tuolumne County, California"
7822,314700,22554,6109003100,"Census Tract 31, Tuolumne County, California"
7823,297300,39122,6109003200,"Census Tract 32, Tuolumne County, California"
7824,294100,38693,6109004100,"Census Tract 41, Tuolumne County, California"
7825,298900,36268,6109004200,"Census Tract 42, Tuolumne County, California"
7826,237600,23008,6109005100,"Census Tract 51, Tuolumne County, California"
7827,300000,52923,6109005201,"Census Tract 52.01, Tuolumne County, California"
7829,434600,176107,6111000100,"Census Tract 1, Ventura County, California"
7830,347800,22507,6111000200,"Census Tract 2, Ventura County, California"
7831,442900,27570,6111000302,"Census Tract 3.02, Ventura County, California"
7832,446700,14875,6111000303,"Census Tract 3.03, Ventura County, California"
7833,408100,35977,6111000304,"Census Tract 3.04, Ventura County, California"
7834,421600,53430,6111000400,"Census Tract 4, Ventura County, California"
7835,151900,35140,6111000500,"Census Tract 5, Ventura County, California"
7836,361700,26177,6111000600,"Census Tract 6, Ventura County, California"
7837,344600,21265,6111000701,"Census Tract 7.01, Ventura County, California"
7838,401300,23931,6111000702,"Census Tract 7.02, Ventura County, California"
7839,462900,36373,6111000800,"Census Tract 8, Ventura County, California"
7840,962600,162398,6111000901,"Census Tract 9.01, Ventura County, California"
7841,857100,149851,6111000902,"Census Tract 9.02, Ventura County, California"
7842,798100,90676,6111000903,"Census Tract 9.03, Ventura County, California"
7843,648000,88452,6111001001,"Census Tract 10.01, Ventura County, California"
7844,600200,23620,6111001002,"Census Tract 10.02, Ventura County, California"
7845,488400,43480,6111001101,"Census Tract 11.01, Ventura County, California"
7846,667800,36863,6111001102,"Census Tract 11.02, Ventura County, California"
7847,534500,36768,6111001201,"Census Tract 12.01, Ventura County, California"
7848,627000,18027,6111001202,"Census Tract 12.02, Ventura County, California"
7849,393800,35085,6111001204,"Census Tract 12.04, Ventura County, California"
7850,1156300,904973,6111001206,"Census Tract 12.06, Ventura County, California"
7851,524600,34577,6111001301,"Census Tract 13.01, Ventura County, California"
7852,306600,46396,6111001302,"Census Tract 13.02, Ventura County, California"
7853,592200,18632,6111001401,"Census Tract 14.01, Ventura County, California"
7854,557200,40782,6111001402,"Census Tract 14.02, Ventura County, California"
7855,284600,45028,6111001502,"Census Tract 15.02, Ventura County, California"
7856,402400,32527,6111001503,"Census Tract 15.03, Ventura County, California"
7857,479000,23431,6111001506,"Census Tract 15.06, Ventura County, California"
7858,535300,38992,6111001507,"Census Tract 15.07, Ventura County, California"
7859,464500,21751,6111001601,"Census Tract 16.01, Ventura County, California"
7860,525000,35169,6111001602,"Census Tract 16.02, Ventura County, California"
7861,821900,23694,6111001700,"Census Tract 17, Ventura County, California"
7862,709400,28517,6111001800,"Census Tract 18, Ventura County, California"
7863,752700,52439,6111001900,"Census Tract 19, Ventura County, California"
7864,1037600,60160,6111002000,"Census Tract 20, Ventura County, California"
7865,837500,120931,6111002102,"Census Tract 21.02, Ventura County, California"
