CensusTract,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
6085504504,Santa Clara,1,9882,2637,0,2605,0.2636106,0,0,0,0,1,0,5.7,127770,0,1,0,1,0,0,0,1,0.0,2954.999014,0.0,0.0,315.9984186,0.0,2954.999014,315.9984186,382.7745527,167.672754,2101.159133,7.005235791,17.39900245,278.9883472,337.6491717,107.9092307,19.55309866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860,1757,553,5743,40,60,1729,2050,242,54
6085504505,Santa Clara,1,4418,1258,0,13,0.0029425,0,0,0,0,0,0,6.8,102368,1,1,1,1,1,0,0,0,591.7687646,4397.710265,591.7687646,68.72450805,892.5666933,68.72450805,4397.710265,892.5666933,839.8459218,138.6566862,2699.954137,37.00000066,31.93133745,650.322176,741.5668766,62.54458959,75.26824583,591.7687646,68.72450805,120.6808475,11.82548356,346.3565689,5.957752881,7.195281506,99.75282808,103.3811361,2.458025421,9.216012451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071,844,139,2713,37,32,653,745,70,84
6085504506,Santa Clara,1,5924,2075,0,0,0.0,0,0,0,0,0,0,7.2,90586,0,1,0,1,0,0,0,0,0.0,2143.760241,0.0,0.0,388.0042009,0.0,2143.760241,388.0042009,359.5918791,68.79984317,1490.63737,4.746936311,6.655841394,213.328351,221.3982405,3.906207323,16.09826405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094,1028,141,4118,10,21,606,600,114,47
6085504507,Santa Clara,1,5768,1654,0,8,0.001387,0,0,0,0,0,0,8.2,88438,0,1,0,1,0,0,0,0,0.0,1484.699996,0.0,0.0,319.010704,0.0,1484.699996,319.010704,376.7366511,74.58440619,788.1986374,5.168812029,7.550568946,232.4609258,311.1055836,9.276743665,17.21350902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251,1470,186,3197,40,30,845,1162,86,77
6085504601,Santa Clara,1,817,346,0,0,0.0,0,1,0,0,0,1,5.7,68646,0,1,0,1,0,0,0,0,115.4788053,813.7273527,115.4788053,33.26662185,234.4149667,33.26662185,813.7273527,234.4149667,525.512792,27.95636475,110.389106,25.99999999,1.0,122.8690933,208.650919,8.609637342,0.0,115.4788053,33.26662185,86.80781861,1.652406809,15.91443793,0.982272759,0.0,10.12187089,20.04688556,1.347781123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,528,28,111,26,1,123,209,8,0
6085504602,Santa Clara,1,2144,601,0,8,0.0037313,0,0,0,0,0,0,12.7,86346,1,1,1,1,1,0,0,0,2081.635744,2103.511084,2081.635744,527.4989742,533.0423165,527.4989742,2103.511084,533.0423165,804.4153149,44.0543311,360.9999946,6.99999997,27.00000026,860.0414565,1292.482507,30.379169,87.99483482,2081.635744,527.4989742,788.5223054,43.99999974,360.9999946,6.99999997,27.00000026,854.1134572,1275.31211,30.01187584,86.93095118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,836,46,361,7,28,866,1310,29,84
6085504700,Santa Clara,1,719,182,0,0,0.0,1,1,1,0,0,1,6.4,79000,1,1,1,1,1,0,0,0,482.0572319,718.9999986,482.0572319,182.302659,271.9088196,182.302659,718.9999986,271.9088196,426.0000062,107.0000007,48.99999982,4.0,7.999999925,125.0000021,165.0000041,5.290697793,14.81395372,482.0572319,182.302659,270.0516872,77.90682769,30.4575358,4.0,5.912320539,93.72886848,132.0001521,3.501351885,9.803785086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,426,107,49,4,8,125,165,5,14
6085504802,Santa Clara,1,5242,1751,0,10,0.0019077,0,0,0,0,0,0,6.9,90568,0,0,0,0,0,0,0,0,0.0,303.8691937,0.0,0.0,62.71378464,0.0,303.8691937,62.71378464,179.4634023,2.620880296,89.44942664,0.022263419,3.199998848,29.11322487,33.00771508,6.551124787,1.61971858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039,1962,97,2229,27,54,873,1310,77,21
6085504803,Santa Clara,1,5756,2467,0,0,0.0,0,0,0,0,0,0,7.5,132167,0,1,0,1,0,0,0,0,0.0,3164.362234,0.0,0.0,768.9988099,0.0,3164.362234,768.9988099,1038.000268,103.9109486,1365.854406,27.56193776,23.41391322,605.6207547,824.6273769,68.28688188,3.740298423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782,1851,134,2948,29,26,768,997,130,7
6085504805,Santa Clara,1,5294,2282,0,0,0.0,0,0,0,0,0,0,11.5,97935,0,1,0,1,0,0,0,0,0.0,1444.389585,0.0,0.0,377.6279212,0.0,1444.389585,377.6279212,821.7910124,41.75037551,393.6909501,12.85053434,6.157137901,168.1495729,236.517469,21.60205382,24.6362612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680,3298,120,1199,40,41,596,882,87,102
6085504806,Santa Clara,1,2930,755,0,22,0.0075085,0,0,0,0,0,0,8.5,94279,0,1,0,1,0,0,0,0,0.0,767.3924465,0.0,0.0,99.12842226,0.0,767.3924465,99.12842226,261.3974438,27.04972088,262.6347427,21.21717185,3.252287805,191.8410892,293.8266239,7.063049793,10.66194645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,939,83,1146,37,17,708,1081,17,41
6085504901,Santa Clara,1,9530,3962,0,10,0.0010493,0,0,0,0,0,0,6.8,147152,0,1,0,1,0,0,0,0,0.0,1596.33709,0.0,0.0,211.1961613,0.0,1596.33709,211.1961613,375.7026596,63.43962073,1000.635092,2.640903592,2.640903592,151.2779034,166.3901126,25.87487167,5.397212423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298,2384,274,6062,24,26,760,715,163,34
6085505001,Santa Clara,1,9741,3519,0,10,0.0010266,0,0,0,0,1,0,6.4,115333,1,1,1,1,1,0,0,1,500.6124725,8454.843878,500.6124725,76.28843243,2104.451937,76.28843243,8454.843878,2104.451937,2413.773046,247.0373303,4669.550685,31.5284084,37.50161742,1055.452789,1346.137748,157.7933134,119.2754418,500.6124725,76.28843243,88.86700916,14.08896831,363.0984814,0.395244062,1.281850632,32.88091773,37.89663064,7.025497154,5.863198168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330,2786,278,5421,32,44,1180,1498,157,135
6085505006,Santa Clara,1,3898,1950,0,19,0.0048743,0,0,0,0,0,0,3.2,153966,1,1,1,1,1,0,0,0,3723.478876,3857.001941,3723.478876,365.0803995,385.1503266,365.0803995,3857.001941,385.1503266,1114.000061,85.99999998,2445.001774,1.0,11.00000031,200.0000943,205.0000005,52.63919292,0.0,3723.478876,365.0803995,1057.764751,81.18842672,2376.435084,1.0,11.00000031,196.090598,199.5869806,51.56856903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,1115,86,2483,1,11,202,205,59,0
6085505007,Santa Clara,1,4083,960,0,431,0.1055596,0,0,0,0,0,0,7.2,98472,0,1,0,1,0,0,0,0,63.9880857,2166.131739,63.9880857,6.74181316,593.908685,6.74181316,2166.131739,593.908685,741.8049672,67.51648652,848.9499647,17.65337576,23.58085755,466.6260751,590.3630887,14.04461449,21.80490717,63.9880857,6.74181316,23.34854304,3.72063034,24.85955238,0.128280554,0.0,11.93108009,11.41771048,0.0,1.084777243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978,1345,148,1767,59,39,725,934,26,44
6085505008,Santa Clara,1,5254,2602,0,0,0.0,0,0,0,0,0,0,9.1,123031,0,1,0,1,0,0,0,0,0.0,4828.46435,0.0,0.0,639.3403402,0.0,4828.46435,639.3403402,1546.321942,114.6241675,2827.82558,3.000000015,14.96647883,321.7261963,411.8318934,89.18892747,14.54167278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708,1660,116,3114,3,15,346,440,92,15
6085505009,Santa Clara,1,6256,2321,0,0,0.0,0,1,0,0,0,1,8.5,63452,0,1,0,1,0,0,0,0,0.0,587.4183706,0.0,0.0,168.4221406,0.0,587.4183706,168.4221406,251.1837914,47.00227096,187.3136922,4.708207349,3.553545474,93.65687731,149.9045081,18.97852326,10.43609491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421,2410,469,2232,36,56,1053,1496,88,113
6085505100,Santa Clara,1,3027,1409,0,8,0.0026429,1,1,1,1,1,1,21.7,75594,1,1,1,1,1,0,0,1,2011.373562,3011.327862,2011.373562,591.3535046,948.5849535,591.3535046,3011.327862,948.5849535,1244.702992,114.0000023,991.5390513,15.30858209,16.53905463,629.2381952,968.6287426,140.6825928,81.3584034,2011.373562,591.3535046,722.7180648,79.42325571,760.375808,10.66458328,8.16484248,430.0270189,620.5065592,94.40761265,53.39804807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947,1253,114,992,16,17,635,979,150,86
6085505202,Santa Clara,1,5867,2080,0,12,0.0020453,0,1,0,0,0,1,13.7,66875,0,1,0,1,0,0,0,0,97.43532349,4325.05266,97.43532349,69.308275,2155.325917,69.308275,4325.05266,2155.325917,1897.19769,195.4486554,908.8693615,25.78959917,34.93482971,1262.812557,2121.744322,77.63053844,125.0892213,97.43532349,69.308275,51.18347639,0.994655252,2.032320135,15.02687073,0.010773383,28.18722886,45.13359049,1.247283209,2.606520603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2648,2562,245,1496,37,44,1483,2439,185,202
6085505203,Santa Clara,1,4809,1452,0,1363,0.2834269,0,1,0,0,0,1,23.2,120461,0,1,0,1,0,0,0,0,0.0,954.8615995,0.0,0.0,285.0976793,0.0,954.8615995,285.0976793,447.6531662,47.10412293,307.1150305,2.96995037,1.504022136,148.5153001,188.6612073,29.50513277,20.76779508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055,2927,165,1002,10,22,683,1014,91,75
6085505301,Santa Clara,1,4424,1323,0,5,0.0011302,0,1,0,0,0,1,12.9,78594,0,1,0,1,0,0,0,0,0.0,2785.519978,0.0,0.0,342.7482519,0.0,2785.519978,342.7482519,1122.559073,66.68698658,984.5269273,49.05214655,19.44570266,543.2491526,928.4368693,8.231280572,47.60379367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977,1611,107,1496,88,25,1097,1639,20,76
6085505302,Santa Clara,1,4015,1420,0,5,0.0012453,0,0,0,0,0,0,4.9,119063,0,1,0,1,0,0,0,0,183.1850652,2464.200535,183.1850652,33.40013636,447.4808616,33.40013636,2464.200535,447.4808616,1293.963616,81.22645406,693.8540507,44.00000039,5.850772984,345.3056379,607.3710208,14.73049538,20.73946652,183.1850652,33.40013636,96.50676309,2.824444748,46.91307411,1.010016887,0.646059431,35.28470498,70.53571799,1.199058319,1.690190434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593,2188,114,1089,54,19,551,993,25,33
6085505303,Santa Clara,1,5940,2103,0,0,0.0,0,1,0,0,0,1,8.3,76625,0,1,0,1,0,0,0,0,0.0,3496.010415,0.0,0.0,1340.108828,0.0,3496.010415,1340.108828,1006.629126,95.96722535,1540.013661,45.41327915,31.87812614,776.1090422,906.4207113,55.58403698,57.05965682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,2083,153,2278,63,47,1316,1727,88,97
6085505304,Santa Clara,1,3265,1069,0,14,0.0042879,0,0,0,0,0,0,2.5,130711,0,1,0,1,0,0,0,0,0.0,1899.286412,0.0,0.0,314.9801035,0.0,1899.286412,314.9801035,861.4589777,25.61935839,613.5312865,2.0,11.65544923,385.0213401,468.593194,12.85924498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,1574,34,1068,3,22,564,682,33,0
6085505305,Santa Clara,1,5514,2036,0,10,0.0018136,0,0,0,0,0,0,9.2,117717,0,0,0,0,0,0,0,0,0.0,2.13440045,0.0,0.0,0.528099054,0.0,2.13440045,0.528099054,1.715890668,0.041850991,0.376658929,0.0,0.0,0.0,0.251105953,0.0,0.020203927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145,2616,116,2011,38,23,710,999,154,48
6085505401,Santa Clara,1,5957,2375,0,0,0.0,0,0,0,0,0,0,5.8,113859,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969,1968,147,3083,13,27,719,961,174,38
6085505402,Santa Clara,1,3026,1125,0,12,0.0039656,0,0,0,0,0,0,8.1,99239,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610,1543,66,962,25,4,426,751,93,44
6085505403,Santa Clara,1,6595,2637,0,5,0.0007582,0,0,0,0,0,0,5.8,104583,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329,2914,220,2557,28,40,836,1247,93,39
6085505500,Santa Clara,1,3911,1594,0,19,0.0048581,0,0,0,0,0,0,6.4,111250,0,1,0,1,0,0,0,0,0.0,642.5137196,0.0,0.0,183.4229122,0.0,642.5137196,183.4229122,315.6165657,17.7720477,216.5780427,2.100099921,1.391590357,89.05536503,129.3091087,18.70857804,6.485040806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929,2448,90,796,18,18,541,804,119,38
6085505600,Santa Clara,1,3880,1254,0,1045,0.2693299,0,1,0,1,1,1,34.6,98750,0,1,0,1,0,0,0,1,0.0,1860.159953,0.0,0.0,884.1866482,0.0,1860.159953,884.1866482,1117.806799,79.82254827,364.9797103,14.9159608,18.04782458,264.587114,397.5544914,121.6166321,27.22452568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501,2448,166,677,21,25,543,755,203,43
6085505700,Santa Clara,1,5751,2295,0,47,0.0081725,0,1,0,0,0,1,20.6,86343,0,1,0,1,0,0,0,0,0.0,3505.448671,0.0,0.0,1508.126216,0.0,3505.448671,1508.126216,2194.946457,142.4293663,560.9990634,19.54615827,23.88860241,563.6390191,913.8370353,56.98832436,53.87062751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561,3702,187,904,24,41,893,1397,76,88
6085505800,Santa Clara,1,3741,1513,0,8,0.0021385,0,0,0,0,0,0,12.1,125148,0,1,0,1,0,0,0,0,0.0,3051.543429,0.0,0.0,422.5955598,0.0,3051.543429,422.5955598,2286.428124,25.4541431,348.2310618,10.84817317,15.94461536,364.6373151,707.9518587,47.92851372,37.64684966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615,2802,42,428,11,20,438,852,76,48
6085505900,Santa Clara,1,7079,3047,0,132,0.0186467,0,0,0,0,1,0,8.2,114923,0,1,0,1,0,0,0,1,0.0,3732.046537,0.0,0.0,1097.568949,0.0,3732.046537,1097.568949,2354.731024,162.8648172,661.4289428,16.37649391,25.28697225,511.3583265,850.8657547,209.6566383,70.23896658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618,4339,246,1601,29,38,826,1376,320,129
6085506000,Santa Clara,1,4617,1843,0,18,0.0038986,0,0,0,0,0,0,3.9,116983,0,1,0,1,0,0,0,0,0.0,2580.483066,0.0,0.0,295.0399104,0.0,2580.483066,295.0399104,1707.156411,45.81160221,412.4837404,25.18267866,9.162188543,380.6864285,609.7178483,20.15739741,28.71364879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556,2734,96,1143,34,13,597,881,24,52
6085506101,Santa Clara,1,4615,1701,0,26,0.0056338,0,0,0,0,0,0,4.2,109787,0,1,0,1,0,0,0,0,0.0,1539.651478,0.0,0.0,237.8495206,0.0,1539.651478,237.8495206,1012.195152,25.45070139,366.5930809,6.741000891,5.642493457,123.0290631,194.7637605,6.499247143,31.51528802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,2799,81,1237,22,31,445,671,18,97
6085506102,Santa Clara,1,3808,1540,0,0,0.0,0,0,0,0,0,0,7.4,122679,0,0,0,0,0,0,0,0,0.0,59.27787733,0.0,0.0,11.24279255,0.0,59.27787733,11.24279255,34.71816754,1.103467137,19.56713694,0.0,0.0,3.889102697,5.446604937,0.171410048,0.125708153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489,2081,81,1325,10,8,303,447,8,9
6085506103,Santa Clara,1,4699,1641,0,34,0.0072356,0,0,0,0,0,0,7.6,139500,0,1,0,1,0,0,0,0,0.0,1686.496746,0.0,0.0,314.1019196,0.0,1686.496746,314.1019196,835.9430997,19.31065591,727.7160679,0.579045821,0.815871358,102.1320018,160.3761659,12.26462931,9.208653479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868,2181,84,2083,6,9,336,469,36,25
6085506202,Santa Clara,1,6959,2505,0,223,0.0320448,0,0,0,0,0,0,3.1,137473,0,1,0,1,0,0,0,0,0.0,1244.634859,0.0,0.0,98.91466344,0.0,1244.634859,98.91466344,686.6453262,5.9444318,461.7843986,0.363259789,0.323435446,89.57400517,76.74929288,21.78429568,1.565852039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,3671,132,2622,26,25,483,584,127,9
6085506203,Santa Clara,1,6163,2418,0,0,0.0,0,0,0,0,0,0,8.5,94639,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686,1719,189,3566,23,36,630,794,156,62
6085506204,Santa Clara,1,6064,2109,0,9,0.0014842,0,0,0,0,0,0,6.1,84242,0,1,0,1,0,0,0,0,0.0,1202.183064,0.0,0.0,199.357339,0.0,1202.183064,199.357339,537.7344744,1.571289897,605.7107296,0.585424401,4.254765091,52.32638074,89.62232704,9.05616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221,2616,95,2752,17,29,555,786,15,0
6085506301,Santa Clara,1,5334,2327,0,75,0.0140607,0,1,0,0,0,1,11.6,72314,0,1,0,1,0,0,0,0,0.0,946.1132622,0.0,0.0,205.0876321,0.0,946.1132622,205.0876321,507.260973,27.94926028,251.8965541,5.021983624,5.484654233,148.4998279,198.659096,27.922436,35.82366178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165,2709,295,1336,63,49,882,1251,179,197
6085506302,Santa Clara,1,6388,2487,0,0,0.0,0,0,0,0,0,0,6.8,109271,0,1,0,1,0,0,0,0,0.0,1767.153404,0.0,0.0,129.6433399,0.0,1767.153404,129.6433399,1127.710436,69.22751781,387.604187,0.73640579,9.845112108,172.0297391,251.9890204,21.02362548,12.67055315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,3890,244,1306,30,45,873,1250,110,49
