,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
9222,6073002707,California,San Diego County,1,5369,1491,0,41.0,0.76,0,0,0,0,0,1,33.2,35217.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841.0,1488.0,800.0,1113.0,18.0,61.0,1889.0,3132.0,344.0,487.0
9223,6073002708,California,San Diego County,1,5689,1872,0,0.0,0.0,0,0,0,0,0,1,34.8,31063.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.0,1813.0,873.0,1198.0,15.0,36.0,1754.0,3048.0,622.0,510.0
9224,6073002709,California,San Diego County,1,3945,1075,0,0.0,0.0,0,0,0,0,0,1,49.4,32196.0,0,0,0,0,0,0,0,0,,346.0,,,202.0,,346.0,202.0,107.0,52.0,75.0,2.0,3.0,108.0,167.0,13.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2886.0,1098.0,748.0,647.0,15.0,27.0,1410.0,2074.0,199.0,502.0
9225,6073002710,California,San Diego County,1,4228,1128,0,28.0,0.66,0,1,0,0,0,1,29.3,44531.0,0,1,0,1,0,0,0,0,,669.0,,,394.0,,669.0,394.0,113.0,82.0,323.0,1.0,10.0,141.0,181.0,12.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.0,851.0,1007.0,1193.0,3.0,36.0,1138.0,1613.0,126.0,280.0
9226,6073002711,California,San Diego County,1,3200,884,0,14.0,0.44,0,1,0,0,0,1,9.3,54438.0,0,1,0,1,0,0,0,0,,3200.0,,,1390.0,,3200.0,1390.0,1196.0,518.0,607.0,61.0,31.0,787.0,1150.0,24.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.0,1196.0,518.0,607.0,61.0,31.0,787.0,1150.0,25.0,77.0
9227,6073002712,California,San Diego County,1,4652,1687,0,0.0,0.0,0,1,0,0,0,1,26.2,53933.0,0,1,0,1,0,0,0,0,10.0,1708.0,10.0,4.0,619.0,4.0,1708.0,619.0,647.0,427.0,261.0,19.0,5.0,350.0,497.0,90.0,100.0,10.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2596.0,1412.0,1474.0,722.0,23.0,18.0,1003.0,1558.0,286.0,255.0
9228,6073002801,California,San Diego County,1,3068,1066,0,367.0,11.96,0,1,0,1,1,1,51.6,98393.0,0,1,0,1,0,0,0,1,476.0,1760.0,476.0,169.0,626.0,169.0,1760.0,626.0,1254.0,59.0,241.0,6.0,4.0,197.0,253.0,122.0,18.0,476.0,169.0,332.0,15.0,74.0,1.0,0.0,53.0,75.0,35.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1629.0,2237.0,104.0,350.0,10.0,10.0,357.0,452.0,125.0,22.0
9229,6073002803,California,San Diego County,1,5370,2522,0,0.0,0.0,0,1,0,0,0,1,12.8,62078.0,0,1,0,1,0,0,0,0,,920.0,,,191.0,,920.0,191.0,663.0,46.0,83.0,3.0,6.0,119.0,174.0,49.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,2953.0,616.0,861.0,20.0,35.0,885.0,1296.0,306.0,146.0
9230,6073002804,California,San Diego County,1,4638,1467,0,656.0,14.14,0,0,0,0,0,1,35.7,112308.0,0,0,0,0,0,0,0,0,,353.0,,,255.0,,353.0,255.0,273.0,7.0,29.0,0.0,0.0,43.0,46.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409.0,3441.0,219.0,408.0,4.0,36.0,530.0,779.0,26.0,38.0
9231,6073002902,California,San Diego County,1,5272,2229,0,76.0,1.44,0,1,0,0,0,1,25.4,60737.0,0,1,0,1,0,0,0,0,,594.0,,,259.0,,594.0,259.0,400.0,37.0,43.0,9.0,8.0,97.0,146.0,19.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345.0,3409.0,500.0,498.0,26.0,36.0,803.0,1255.0,212.0,233.0
9232,6073002903,California,San Diego County,1,3717,1284,0,9.0,0.24,0,0,0,0,0,0,13.6,77649.0,0,1,0,1,0,0,0,0,,1925.0,,,525.0,,1925.0,525.0,1187.0,139.0,157.0,10.0,15.0,417.0,686.0,38.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,2057.0,381.0,368.0,30.0,27.0,854.0,1356.0,44.0,70.0
9233,6073002904,California,San Diego County,1,7316,2122,0,1993.0,27.24,0,0,0,0,0,1,55.1,43304.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5604.0,5036.0,465.0,999.0,27.0,27.0,762.0,1268.0,203.0,223.0
9234,6073002905,California,San Diego County,1,4022,1636,0,21.0,0.52,0,1,0,1,1,1,20.8,50287.0,0,1,0,1,0,0,0,1,,1906.0,,,904.0,,1906.0,904.0,1173.0,239.0,139.0,9.0,9.0,336.0,526.0,135.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.0,2589.0,452.0,380.0,20.0,35.0,546.0,928.0,224.0,200.0
9235,6073003001,California,San Diego County,1,4226,1186,0,13.0,0.31,0,0,0,0,0,0,11.4,80708.0,0,1,0,1,0,0,0,0,177.0,2646.0,177.0,36.0,695.0,36.0,2646.0,695.0,529.0,1300.0,156.0,23.0,7.0,631.0,943.0,5.0,124.0,177.0,36.0,86.0,37.0,20.0,1.0,0.0,32.0,71.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,1233.0,941.0,1718.0,239.0,32.0,17.0,1279.0,1907.0,18.0,190.0
9236,6073003003,California,San Diego County,1,5062,1533,0,9.0,0.18,1,1,1,0,0,1,15.1,68063.0,1,1,1,1,1,0,0,0,1623.0,4964.0,1623.0,586.0,1673.0,586.0,4964.0,1673.0,2135.0,1001.0,272.0,41.0,67.0,1449.0,2209.0,49.0,214.0,1623.0,586.0,729.0,314.0,85.0,16.0,30.0,450.0,715.0,11.0,75.0,,,,,,,,,,,,,,,,,,,,,,,1998.0,2167.0,1017.0,275.0,41.0,69.0,1493.0,2273.0,53.0,227.0
9237,6073003004,California,San Diego County,1,4940,1284,0,40.0,0.81,0,1,0,0,0,1,21.9,51397.0,0,1,0,1,0,0,0,0,255.0,3987.0,255.0,148.0,2260.0,148.0,3987.0,2260.0,1278.0,647.0,135.0,51.0,58.0,1818.0,2933.0,84.0,187.0,255.0,148.0,76.0,62.0,5.0,1.0,4.0,108.0,168.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,2866.0,1593.0,846.0,195.0,61.0,76.0,2169.0,3494.0,105.0,249.0
9238,6073003101,California,San Diego County,1,3785,1043,0,28.0,0.74,0,1,0,0,0,1,20.0,56216.0,0,1,0,1,0,0,0,0,,2177.0,,,1114.0,,2177.0,1114.0,462.0,1025.0,83.0,20.0,8.0,579.0,911.0,42.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.0,867.0,1680.0,137.0,43.0,21.0,1037.0,1677.0,58.0,131.0
9239,6073003103,California,San Diego County,1,6256,1596,0,84.0,1.34,0,1,0,0,0,1,15.4,63309.0,0,1,0,1,0,0,0,0,,2588.0,,,948.0,,2588.0,948.0,684.0,953.0,327.0,25.0,17.0,582.0,1052.0,25.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.0,1626.0,2231.0,743.0,57.0,48.0,1551.0,2670.0,42.0,206.0
9240,6073003105,California,San Diego County,1,4167,1018,0,25.0,0.6,0,0,0,0,0,0,7.4,70855.0,0,1,0,1,0,0,0,0,,1267.0,,,313.0,,1267.0,313.0,523.0,186.0,88.0,18.0,9.0,444.0,765.0,12.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.0,1722.0,501.0,313.0,63.0,26.0,1542.0,2678.0,48.0,149.0
9241,6073003107,California,San Diego County,1,5992,1554,0,90.0,1.5,0,0,0,0,0,0,10.3,76129.0,0,1,0,1,0,0,0,0,,730.0,,,252.0,,730.0,252.0,173.0,260.0,88.0,12.0,5.0,193.0,269.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,1832.0,1174.0,1368.0,121.0,49.0,1448.0,2322.0,23.0,78.0
9242,6073003108,California,San Diego County,1,3520,947,0,11.0,0.31,0,0,0,0,0,0,10.3,75179.0,0,0,0,0,0,0,0,0,,174.0,,,43.0,,174.0,43.0,44.0,20.0,49.0,8.0,3.0,51.0,67.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.0,1576.0,315.0,312.0,35.0,28.0,1254.0,1938.0,45.0,160.0
9243,6073003109,California,San Diego County,1,3358,810,0,76.0,2.26,0,0,0,0,0,0,5.1,89435.0,1,1,1,1,1,0,0,0,2791.0,3358.0,2791.0,539.0,645.0,539.0,3358.0,645.0,321.0,249.0,2486.0,20.0,5.0,277.0,336.0,7.0,54.0,2791.0,539.0,247.0,207.0,2094.0,20.0,4.0,219.0,265.0,6.0,45.0,,,,,,,,,,,,,,,,,,,,,,,646.0,321.0,249.0,2486.0,20.0,5.0,277.0,336.0,7.0,56.0
9244,6073003111,California,San Diego County,1,6183,1608,0,40.0,0.65,0,1,0,0,0,1,22.9,47500.0,0,1,0,1,0,0,0,0,,3213.0,,,1018.0,,3213.0,1018.0,614.0,756.0,1023.0,55.0,13.0,753.0,1157.0,70.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281.0,1417.0,1374.0,1221.0,115.0,28.0,2028.0,3103.0,162.0,447.0
9245,6073003112,California,San Diego County,1,4574,1201,0,15.0,0.33,0,1,0,0,0,1,21.2,71968.0,0,1,0,1,0,0,0,0,466.0,4566.0,466.0,141.0,1695.0,141.0,4566.0,1695.0,950.0,1151.0,1021.0,69.0,25.0,1350.0,1907.0,33.0,247.0,466.0,141.0,63.0,191.0,134.0,6.0,4.0,69.0,119.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,1868.0,951.0,1154.0,1021.0,71.0,25.0,1352.0,1909.0,50.0,270.0
9246,6073003113,California,San Diego County,1,5043,1249,0,61.0,1.21,0,0,0,0,0,0,6.5,84063.0,1,1,1,1,1,0,0,0,3080.0,4965.0,3080.0,1066.0,1701.0,1066.0,4965.0,1701.0,549.0,876.0,2633.0,73.0,5.0,828.0,994.0,30.0,127.0,3080.0,1066.0,337.0,585.0,1613.0,25.0,2.0,518.0,613.0,26.0,76.0,,,,,,,,,,,,,,,,,,,,,,,1728.0,578.0,882.0,2657.0,75.0,5.0,846.0,1028.0,26.0,128.0
9247,6073003114,California,San Diego County,1,3341,783,0,35.0,1.05,0,0,0,0,0,0,13.5,110781.0,0,1,0,1,0,0,0,0,88.0,3324.0,88.0,25.0,840.0,25.0,3324.0,840.0,305.0,610.0,2005.0,13.0,7.0,384.0,494.0,25.0,44.0,88.0,25.0,3.0,15.0,61.0,0.0,0.0,9.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,882.0,305.0,611.0,2020.0,13.0,7.0,385.0,494.0,26.0,45.0
9248,6073003115,California,San Diego County,1,6454,1716,0,47.0,0.73,0,0,0,0,0,0,18.0,70241.0,1,1,1,1,1,0,0,0,546.0,3408.0,546.0,104.0,688.0,104.0,3408.0,688.0,603.0,426.0,1768.0,67.0,18.0,526.0,770.0,88.0,234.0,546.0,104.0,55.0,51.0,406.0,3.0,1.0,29.0,48.0,8.0,36.0,,,,,,,,,,,,,,,,,,,,,,,2652.0,1226.0,913.0,2781.0,97.0,37.0,1400.0,2048.0,315.0,499.0
9249,6073003201,California,San Diego County,1,4932,1446,0,30.0,0.61,1,1,1,0,0,1,14.2,55337.0,1,1,1,1,1,0,0,0,1544.0,4166.0,1544.0,566.0,1562.0,566.0,4166.0,1562.0,1382.0,587.0,1215.0,80.0,24.0,878.0,1232.0,22.0,126.0,1544.0,566.0,478.0,265.0,410.0,34.0,15.0,342.0,491.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,1958.0,1581.0,642.0,1548.0,107.0,28.0,1026.0,1472.0,30.0,145.0
9250,6073003202,California,San Diego County,1,4551,1278,0,41.0,0.9,0,1,0,0,0,1,20.3,55375.0,0,1,0,1,0,0,0,0,463.0,4416.0,463.0,213.0,2042.0,213.0,4416.0,2042.0,2200.0,284.0,461.0,48.0,35.0,1389.0,2959.0,39.0,184.0,463.0,213.0,286.0,15.0,30.0,3.0,3.0,125.0,298.0,4.0,19.0,,,,,,,,,,,,,,,,,,,,,,,2126.0,2268.0,293.0,473.0,49.0,36.0,1432.0,3045.0,40.0,187.0
9251,6073003204,California,San Diego County,1,3453,1041,0,15.0,0.43,0,0,0,0,0,0,10.5,86071.0,0,1,0,1,0,0,0,0,,1241.0,,,243.0,,1241.0,243.0,858.0,43.0,120.0,4.0,6.0,208.0,496.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0,2078.0,111.0,431.0,15.0,32.0,786.0,1779.0,0.0,40.0
9252,6073003207,California,San Diego County,1,5890,2110,0,23.0,0.39,0,0,0,0,0,0,6.8,98661.0,0,1,0,1,0,0,0,0,239.0,3941.0,239.0,22.0,439.0,22.0,3941.0,439.0,2233.0,261.0,456.0,36.0,33.0,921.0,1736.0,45.0,67.0,239.0,22.0,158.0,5.0,21.0,0.0,2.0,52.0,113.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,761.0,3508.0,327.0,642.0,47.0,58.0,1308.0,2627.0,77.0,101.0
9253,6073003208,California,San Diego County,1,6619,2173,0,8.0,0.12,0,1,0,0,0,1,21.5,44043.0,0,1,0,1,0,0,0,0,163.0,3266.0,163.0,119.0,1705.0,119.0,3266.0,1705.0,642.0,514.0,1409.0,37.0,16.0,648.0,968.0,26.0,160.0,163.0,119.0,25.0,32.0,72.0,1.0,0.0,32.0,46.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3162.0,1545.0,1172.0,2405.0,63.0,30.0,1404.0,2111.0,51.0,328.0
9254,6073003209,California,San Diego County,1,5385,1693,0,10.0,0.19,0,1,0,0,0,1,6.2,65824.0,0,1,0,1,0,0,0,0,,3277.0,,,755.0,,3277.0,755.0,457.0,540.0,1719.0,39.0,5.0,517.0,677.0,18.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.0,1055.0,908.0,2292.0,57.0,21.0,1052.0,1442.0,27.0,72.0
9255,6073003211,California,San Diego County,1,3165,867,0,10.0,0.32,0,0,0,0,0,0,2.8,71411.0,1,1,1,1,1,0,0,0,1190.0,3165.0,1190.0,325.0,903.0,325.0,3165.0,903.0,1303.0,227.0,726.0,40.0,36.0,833.0,1645.0,39.0,72.0,1190.0,325.0,548.0,84.0,179.0,8.0,22.0,350.0,713.0,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,1003.0,1303.0,227.0,726.0,40.0,36.0,833.0,1645.0,41.0,76.0
9256,6073003212,California,San Diego County,1,4053,1059,0,185.0,4.56,0,0,0,0,0,0,6.5,93996.0,0,1,0,1,0,0,0,0,334.0,4032.0,334.0,69.0,1031.0,69.0,4032.0,1031.0,1587.0,485.0,973.0,67.0,24.0,896.0,1810.0,47.0,100.0,334.0,69.0,157.0,39.0,49.0,2.0,2.0,86.0,186.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1082.0,1599.0,488.0,976.0,67.0,24.0,899.0,1819.0,45.0,97.0
9257,6073003213,California,San Diego County,1,4193,1042,0,52.0,1.24,0,0,0,0,0,0,5.0,109946.0,0,1,0,1,0,0,0,0,,3265.0,,,394.0,,3265.0,394.0,493.0,438.0,1784.0,34.0,14.0,502.0,676.0,7.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,640.0,542.0,2281.0,61.0,18.0,651.0,874.0,9.0,50.0
9258,6073003214,California,San Diego County,1,4610,1431,0,30.0,0.65,0,0,0,0,0,0,9.7,70400.0,0,1,0,1,0,0,0,0,,1722.0,,,525.0,,1722.0,525.0,442.0,489.0,374.0,10.0,13.0,394.0,547.0,14.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,1326.0,1031.0,1148.0,44.0,20.0,1041.0,1520.0,40.0,157.0
9259,6073003301,California,San Diego County,1,3337,878,0,8.0,0.24,0,1,0,0,0,1,29.5,45938.0,0,1,0,1,0,0,0,0,0.0,2392.0,0.0,0.0,1406.0,0.0,2392.0,1406.0,594.0,771.0,86.0,9.0,16.0,915.0,1467.0,69.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2235.0,987.0,921.0,125.0,19.0,21.0,1264.0,2207.0,115.0,304.0
9260,6073003303,California,San Diego County,1,4193,1076,0,0.0,0.0,0,0,0,0,0,1,33.5,39016.0,0,0,0,0,0,0,0,0,,10.0,,,5.0,,10.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256.0,1488.0,641.0,318.0,21.0,32.0,1693.0,2977.0,107.0,338.0
9261,6073003304,California,San Diego County,1,3563,943,0,0.0,0.0,0,1,0,0,0,1,28.7,39954.0,0,1,0,1,0,0,0,0,,797.0,,,383.0,,797.0,383.0,242.0,142.0,112.0,0.0,6.0,295.0,500.0,18.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.0,1142.0,501.0,507.0,18.0,47.0,1348.0,2339.0,170.0,334.0
9262,6073003305,California,San Diego County,1,5738,1520,0,57.0,0.99,0,1,0,1,1,1,36.5,41429.0,0,1,0,1,0,0,0,1,,3019.0,,,2078.0,,3019.0,2078.0,751.0,965.0,169.0,29.0,12.0,1094.0,1758.0,156.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.0,1432.0,1791.0,393.0,132.0,16.0,1974.0,3234.0,277.0,543.0
9263,6073003401,California,San Diego County,1,6065,2002,0,104.0,1.71,0,1,0,0,0,1,9.2,65844.0,0,1,0,1,0,0,0,0,,1714.0,,,424.0,,1714.0,424.0,558.0,403.0,293.0,9.0,20.0,430.0,641.0,27.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.0,2029.0,1579.0,882.0,41.0,51.0,1483.0,2406.0,83.0,250.0
9264,6073003403,California,San Diego County,1,4283,1036,0,0.0,0.0,0,1,0,0,0,1,25.6,39185.0,0,1,0,1,0,0,0,0,380.0,4283.0,380.0,231.0,2427.0,231.0,4283.0,2427.0,1411.0,525.0,340.0,25.0,52.0,1930.0,3223.0,77.0,220.0,380.0,231.0,121.0,42.0,38.0,0.0,11.0,168.0,288.0,3.0,19.0,,,,,,,,,,,,,,,,,,,,,,,2215.0,1411.0,525.0,340.0,25.0,52.0,1930.0,3223.0,80.0,233.0
9265,6073003404,California,San Diego County,1,4634,1066,0,36.0,0.78,0,1,0,0,0,1,36.7,37063.0,0,1,0,1,0,0,0,0,,1317.0,,,858.0,,1317.0,858.0,341.0,370.0,142.0,24.0,12.0,428.0,724.0,22.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3007.0,1247.0,823.0,736.0,43.0,31.0,1754.0,2883.0,94.0,185.0
9266,6073003501,California,San Diego County,1,4255,1011,0,6.0,0.14,0,1,0,0,0,1,32.0,36901.0,0,1,0,1,0,0,0,0,0.0,2700.0,0.0,0.0,1874.0,0.0,2700.0,1874.0,846.0,284.0,20.0,1.0,13.0,1536.0,2338.0,23.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3292.0,1297.0,496.0,70.0,10.0,31.0,2351.0,3589.0,60.0,276.0
9267,6073003502,California,San Diego County,1,4946,1195,0,0.0,0.0,0,0,0,0,0,1,36.7,31923.0,0,0,0,0,0,0,0,0,,85.0,,,59.0,,85.0,59.0,29.0,20.0,2.0,0.0,1.0,32.0,59.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2854.0,1578.0,624.0,35.0,8.0,56.0,2645.0,4154.0,221.0,332.0
9268,6073003601,California,San Diego County,1,3250,749,0,1.0,0.03,0,0,0,0,0,1,30.5,37500.0,0,0,0,0,0,0,0,0,,115.0,,,82.0,,115.0,82.0,35.0,7.0,4.0,0.0,1.0,69.0,94.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031.0,1230.0,220.0,53.0,8.0,19.0,1720.0,2912.0,87.0,194.0
9269,6073003602,California,San Diego County,1,3079,691,0,21.0,0.68,0,0,0,0,0,1,15.3,50625.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.0,981.0,301.0,87.0,18.0,18.0,1674.0,2599.0,28.0,150.0
9270,6073003603,California,San Diego County,1,4228,1010,0,46.0,1.09,0,1,0,0,0,1,20.4,46071.0,0,1,0,1,0,0,0,0,,795.0,,,514.0,,795.0,514.0,325.0,40.0,29.0,1.0,13.0,387.0,705.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.0,1728.0,204.0,135.0,11.0,42.0,2108.0,3727.0,9.0,150.0
9271,6073003800,California,San Diego County,1,6530,0,1,6530.0,100.0,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0.0,5142.0,0.0,0.0,0.0,0.0,5142.0,0.0,3227.0,955.0,375.0,39.0,65.0,481.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,4121.0,1214.0,461.0,45.0,78.0,611.0,1024.0,0.0,0.0
9272,6073003901,California,San Diego County,1,4241,981,0,0.0,0.0,0,0,0,0,0,1,34.5,34338.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935.0,1570.0,463.0,34.0,9.0,40.0,2125.0,3667.0,154.0,275.0
9273,6073003902,California,San Diego County,1,4927,1245,0,9.0,0.18,0,0,0,0,0,1,28.4,36077.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.0,1818.0,344.0,55.0,18.0,37.0,2655.0,4372.0,157.0,200.0
9274,6073004000,California,San Diego County,1,5160,1186,0,12.0,0.23,0,1,0,0,0,1,25.3,39231.0,0,1,0,1,0,0,0,0,,1482.0,,,980.0,,1482.0,980.0,576.0,136.0,10.0,2.0,6.0,752.0,1302.0,19.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201.0,1885.0,502.0,61.0,9.0,22.0,2681.0,4452.0,155.0,299.0
9275,6073004100,California,San Diego County,1,6546,2581,0,215.0,3.28,0,0,0,0,0,1,29.9,39861.0,0,0,0,0,0,0,0,0,,220.0,,,108.0,,220.0,108.0,110.0,19.0,14.0,0.0,2.0,76.0,151.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631.0,3476.0,482.0,212.0,15.0,66.0,2295.0,3794.0,219.0,211.0
9276,6073004200,California,San Diego County,1,5673,2425,0,119.0,2.1,0,0,0,0,0,0,3.3,122591.0,0,1,0,1,0,0,0,0,,3357.0,,,655.0,,3357.0,655.0,2596.0,86.0,148.0,8.0,34.0,484.0,828.0,45.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,4279.0,209.0,229.0,11.0,46.0,899.0,1506.0,48.0,52.0
9277,6073004300,California,San Diego County,1,3665,1779,0,51.0,1.39,0,0,0,0,0,0,9.5,125370.0,0,1,0,1,0,0,0,0,,1968.0,,,533.0,,1968.0,533.0,1478.0,89.0,83.0,3.0,18.0,297.0,476.0,32.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0,2803.0,173.0,131.0,7.0,26.0,525.0,776.0,73.0,85.0
9278,6073004400,California,San Diego County,1,3866,1784,0,53.0,1.37,0,0,0,0,0,0,13.5,88229.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0,2882.0,127.0,112.0,6.0,35.0,704.0,1134.0,117.0,64.0
9279,6073004501,California,San Diego County,1,2875,1359,0,20.0,0.7,0,0,0,0,0,1,14.8,30664.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.0,1786.0,108.0,82.0,13.0,22.0,864.0,1455.0,186.0,135.0
9280,6073004600,California,San Diego County,1,1940,1046,0,41.0,2.11,0,0,0,0,0,1,12.4,64375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0,1332.0,123.0,79.0,7.0,20.0,379.0,647.0,120.0,23.0
9281,6073004700,California,San Diego County,1,1858,643,0,41.0,2.21,0,0,0,0,0,1,28.7,32500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.0,859.0,133.0,29.0,3.0,17.0,817.0,1309.0,149.0,86.0
9282,6073004800,California,San Diego County,1,4115,1101,0,21.0,0.51,0,0,0,0,0,1,33.1,32909.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789.0,1658.0,201.0,47.0,7.0,43.0,2159.0,3640.0,184.0,265.0
9283,6073004900,California,San Diego County,1,5028,1330,0,7.0,0.14,0,0,0,0,0,1,27.3,40825.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571.0,1999.0,287.0,44.0,6.0,49.0,2643.0,4543.0,225.0,298.0
